,Meta Data,Time Series (60min)
1. Information,"Intraday (60min) open, high, low, close prices and volume",
2. Symbol,COMP,
3. Last Refreshed,2023-03-31 18:00:00,
4. Interval,60min,
5. Output Size,Full size,
6. Time Zone,US/Eastern,
2023-03-31 18:00:00,,"{'1. open': '3.2900', '2. high': '3.2900', '3. low': '3.2900', '4. close': '3.2900', '5. volume': '350'}"
2023-03-31 17:00:00,,"{'1. open': '3.2900', '2. high': '3.2900', '3. low': '3.2900', '4. close': '3.2900', '5. volume': '197'}"
2023-03-31 16:00:00,,"{'1. open': '3.2300', '2. high': '3.2300', '3. low': '3.2300', '4. close': '3.2300', '5. volume': '428381'}"
2023-03-31 15:00:00,,"{'1. open': '3.1850', '2. high': '3.2500', '3. low': '3.1700', '4. close': '3.2200', '5. volume': '803426'}"
2023-03-31 14:00:00,,"{'1. open': '3.1650', '2. high': '3.1850', '3. low': '3.1500', '4. close': '3.1800', '5. volume': '151643'}"
2023-03-31 13:00:00,,"{'1. open': '3.1750', '2. high': '3.1800', '3. low': '3.1550', '4. close': '3.1650', '5. volume': '137055'}"
2023-03-31 12:00:00,,"{'1. open': '3.2250', '2. high': '3.2250', '3. low': '3.1700', '4. close': '3.1750', '5. volume': '304185'}"
2023-03-31 11:00:00,,"{'1. open': '3.2400', '2. high': '3.2900', '3. low': '3.2200', '4. close': '3.2250', '5. volume': '504464'}"
2023-03-31 10:00:00,,"{'1. open': '3.1450', '2. high': '3.2600', '3. low': '3.1450', '4. close': '3.2400', '5. volume': '249951'}"
2023-03-31 09:00:00,,"{'1. open': '3.1100', '2. high': '3.1800', '3. low': '3.0600', '4. close': '3.1500', '5. volume': '127062'}"
2023-03-31 08:00:00,,"{'1. open': '3.1100', '2. high': '3.1100', '3. low': '3.1100', '4. close': '3.1100', '5. volume': '300'}"
2023-03-30 18:00:00,,"{'1. open': '3.1100', '2. high': '3.1100', '3. low': '3.1100', '4. close': '3.1100', '5. volume': '310'}"
2023-03-30 16:00:00,,"{'1. open': '3.0700', '2. high': '3.0700', '3. low': '3.0700', '4. close': '3.0700', '5. volume': '146583'}"
2023-03-30 15:00:00,,"{'1. open': '3.0750', '2. high': '3.0800', '3. low': '3.0500', '4. close': '3.0650', '5. volume': '195043'}"
2023-03-30 14:00:00,,"{'1. open': '3.0700', '2. high': '3.0900', '3. low': '3.0600', '4. close': '3.0800', '5. volume': '65185'}"
2023-03-30 13:00:00,,"{'1. open': '3.0700', '2. high': '3.0900', '3. low': '3.0610', '4. close': '3.0700', '5. volume': '67441'}"
2023-03-30 12:00:00,,"{'1. open': '3.1100', '2. high': '3.1100', '3. low': '3.0700', '4. close': '3.0700', '5. volume': '58506'}"
2023-03-30 11:00:00,,"{'1. open': '3.1050', '2. high': '3.1500', '3. low': '3.0900', '4. close': '3.1050', '5. volume': '117302'}"
2023-03-30 10:00:00,,"{'1. open': '3.1050', '2. high': '3.1700', '3. low': '3.0450', '4. close': '3.1050', '5. volume': '204887'}"
2023-03-30 09:00:00,,"{'1. open': '3.1200', '2. high': '3.1700', '3. low': '3.0800', '4. close': '3.1100', '5. volume': '133899'}"
2023-03-29 19:00:00,,"{'1. open': '2.9800', '2. high': '2.9800', '3. low': '2.9800', '4. close': '2.9800', '5. volume': '1434'}"
2023-03-29 16:00:00,,"{'1. open': '3.0600', '2. high': '3.0600', '3. low': '3.0600', '4. close': '3.0600', '5. volume': '120467'}"
2023-03-29 15:00:00,,"{'1. open': '3.0600', '2. high': '3.0600', '3. low': '3.0350', '4. close': '3.0600', '5. volume': '213523'}"
2023-03-29 14:00:00,,"{'1. open': '3.0100', '2. high': '3.0600', '3. low': '3.0050', '4. close': '3.0550', '5. volume': '73449'}"
2023-03-29 13:00:00,,"{'1. open': '2.9850', '2. high': '3.0100', '3. low': '2.9750', '4. close': '3.0050', '5. volume': '48072'}"
2023-03-29 12:00:00,,"{'1. open': '3.0000', '2. high': '3.0300', '3. low': '2.9850', '4. close': '2.9850', '5. volume': '57754'}"
2023-03-29 11:00:00,,"{'1. open': '2.9350', '2. high': '3.0000', '3. low': '2.9350', '4. close': '3.0000', '5. volume': '122848'}"
2023-03-29 10:00:00,,"{'1. open': '2.9850', '2. high': '3.0200', '3. low': '2.9300', '4. close': '2.9400', '5. volume': '147112'}"
2023-03-29 09:00:00,,"{'1. open': '2.9500', '2. high': '3.0300', '3. low': '2.9500', '4. close': '2.9850', '5. volume': '185635'}"
2023-03-29 08:00:00,,"{'1. open': '2.9500', '2. high': '2.9500', '3. low': '2.9500', '4. close': '2.9500', '5. volume': '300'}"
2023-03-28 19:00:00,,"{'1. open': '2.9500', '2. high': '2.9500', '3. low': '2.9500', '4. close': '2.9500', '5. volume': '200'}"
2023-03-28 16:00:00,,"{'1. open': '2.9100', '2. high': '2.9100', '3. low': '2.8100', '4. close': '2.9100', '5. volume': '110589'}"
2023-03-28 15:00:00,,"{'1. open': '2.9100', '2. high': '2.9300', '3. low': '2.8800', '4. close': '2.9100', '5. volume': '343962'}"
2023-03-28 14:00:00,,"{'1. open': '2.8550', '2. high': '2.9100', '3. low': '2.8500', '4. close': '2.9050', '5. volume': '99266'}"
2023-03-28 13:00:00,,"{'1. open': '2.8700', '2. high': '2.8780', '3. low': '2.8500', '4. close': '2.8520', '5. volume': '90777'}"
2023-03-28 12:00:00,,"{'1. open': '2.9050', '2. high': '2.9050', '3. low': '2.8650', '4. close': '2.8750', '5. volume': '92723'}"
2023-03-28 11:00:00,,"{'1. open': '2.9150', '2. high': '2.9350', '3. low': '2.9000', '4. close': '2.9050', '5. volume': '67375'}"
2023-03-28 10:00:00,,"{'1. open': '2.9750', '2. high': '2.9800', '3. low': '2.8900', '4. close': '2.9100', '5. volume': '162251'}"
2023-03-28 09:00:00,,"{'1. open': '3.0000', '2. high': '3.0100', '3. low': '2.9600', '4. close': '2.9800', '5. volume': '103697'}"
2023-03-27 18:00:00,,"{'1. open': '2.9700', '2. high': '2.9700', '3. low': '2.9700', '4. close': '2.9700', '5. volume': '200'}"
2023-03-27 17:00:00,,"{'1. open': '3.1200', '2. high': '3.1200', '3. low': '2.9700', '4. close': '2.9700', '5. volume': '2550'}"
2023-03-27 16:00:00,,"{'1. open': '3.0200', '2. high': '3.1200', '3. low': '3.0200', '4. close': '3.1200', '5. volume': '177112'}"
2023-03-27 15:00:00,,"{'1. open': '2.9850', '2. high': '3.0500', '3. low': '2.9850', '4. close': '3.0300', '5. volume': '603651'}"
2023-03-27 14:00:00,,"{'1. open': '2.9650', '2. high': '2.9960', '3. low': '2.9600', '4. close': '2.9850', '5. volume': '87755'}"
2023-03-27 13:00:00,,"{'1. open': '2.9610', '2. high': '2.9800', '3. low': '2.9300', '4. close': '2.9650', '5. volume': '96521'}"
