,Meta Data,Time Series (60min)
1. Information,"Intraday (60min) open, high, low, close prices and volume",
2. Symbol,COMP,
3. Last Refreshed,2022-12-30 16:00:00,
4. Interval,60min,
5. Output Size,Full size,
6. Time Zone,US/Eastern,
2022-12-30 16:00:00,,"{'1. open': '2.3300', '2. high': '2.3300', '3. low': '2.3300', '4. close': '2.3300', '5. volume': '315845'}"
2022-12-30 15:00:00,,"{'1. open': '2.2550', '2. high': '2.3700', '3. low': '2.2500', '4. close': '2.3300', '5. volume': '670519'}"
2022-12-30 14:00:00,,"{'1. open': '2.2600', '2. high': '2.2700', '3. low': '2.2400', '4. close': '2.2600', '5. volume': '212793'}"
2022-12-30 13:00:00,,"{'1. open': '2.2850', '2. high': '2.2850', '3. low': '2.2300', '4. close': '2.2650', '5. volume': '183786'}"
2022-12-30 12:00:00,,"{'1. open': '2.3100', '2. high': '2.3100', '3. low': '2.2610', '4. close': '2.2850', '5. volume': '169715'}"
2022-12-30 11:00:00,,"{'1. open': '2.2800', '2. high': '2.3100', '3. low': '2.2700', '4. close': '2.3100', '5. volume': '205325'}"
2022-12-30 10:00:00,,"{'1. open': '2.2300', '2. high': '2.3200', '3. low': '2.2300', '4. close': '2.2800', '5. volume': '407284'}"
2022-12-30 09:00:00,,"{'1. open': '2.1500', '2. high': '2.2400', '3. low': '2.1300', '4. close': '2.2350', '5. volume': '226671'}"
2022-12-29 18:00:00,,"{'1. open': '2.1900', '2. high': '2.2000', '3. low': '2.1900', '4. close': '2.2000', '5. volume': '1975'}"
2022-12-29 16:00:00,,"{'1. open': '2.2000', '2. high': '2.2000', '3. low': '2.2000', '4. close': '2.2000', '5. volume': '177416'}"
2022-12-29 15:00:00,,"{'1. open': '2.1150', '2. high': '2.2000', '3. low': '2.1100', '4. close': '2.2000', '5. volume': '473758'}"
2022-12-29 14:00:00,,"{'1. open': '2.1100', '2. high': '2.1400', '3. low': '2.1000', '4. close': '2.1150', '5. volume': '211581'}"
2022-12-29 13:00:00,,"{'1. open': '2.1100', '2. high': '2.1200', '3. low': '2.0900', '4. close': '2.1050', '5. volume': '176332'}"
2022-12-29 12:00:00,,"{'1. open': '2.1450', '2. high': '2.1550', '3. low': '2.1100', '4. close': '2.1150', '5. volume': '193358'}"
2022-12-29 11:00:00,,"{'1. open': '2.1700', '2. high': '2.1700', '3. low': '2.1350', '4. close': '2.1450', '5. volume': '137352'}"
2022-12-29 10:00:00,,"{'1. open': '2.1500', '2. high': '2.1950', '3. low': '2.1300', '4. close': '2.1700', '5. volume': '402460'}"
2022-12-29 09:00:00,,"{'1. open': '2.0800', '2. high': '2.1500', '3. low': '2.0100', '4. close': '2.1400', '5. volume': '148170'}"
2022-12-29 07:00:00,,"{'1. open': '2.1300', '2. high': '2.1300', '3. low': '2.1300', '4. close': '2.1300', '5. volume': '100'}"
2022-12-28 17:00:00,,"{'1. open': '2.0000', '2. high': '2.0700', '3. low': '2.0000', '4. close': '2.0700', '5. volume': '1130'}"
2022-12-28 16:00:00,,"{'1. open': '2.0400', '2. high': '2.0400', '3. low': '2.0400', '4. close': '2.0400', '5. volume': '133809'}"
2022-12-28 15:00:00,,"{'1. open': '2.0600', '2. high': '2.0600', '3. low': '2.0400', '4. close': '2.0400', '5. volume': '372586'}"
2022-12-28 14:00:00,,"{'1. open': '2.0700', '2. high': '2.0700', '3. low': '2.0400', '4. close': '2.0600', '5. volume': '109971'}"
2022-12-28 13:00:00,,"{'1. open': '2.0950', '2. high': '2.1000', '3. low': '2.0500', '4. close': '2.0650', '5. volume': '112839'}"
2022-12-28 12:00:00,,"{'1. open': '2.0550', '2. high': '2.1000', '3. low': '2.0400', '4. close': '2.1000', '5. volume': '147075'}"
2022-12-28 11:00:00,,"{'1. open': '2.0050', '2. high': '2.0700', '3. low': '2.0000', '4. close': '2.0500', '5. volume': '253027'}"
2022-12-28 10:00:00,,"{'1. open': '2.0450', '2. high': '2.0900', '3. low': '2.0000', '4. close': '2.0050', '5. volume': '405182'}"
2022-12-28 09:00:00,,"{'1. open': '2.0900', '2. high': '2.1300', '3. low': '2.0350', '4. close': '2.0450', '5. volume': '216254'}"
2022-12-28 08:00:00,,"{'1. open': '2.1000', '2. high': '2.1700', '3. low': '2.1000', '4. close': '2.1700', '5. volume': '317'}"
2022-12-27 18:00:00,,"{'1. open': '2.0700', '2. high': '2.1000', '3. low': '2.0700', '4. close': '2.1000', '5. volume': '4963'}"
2022-12-27 16:00:00,,"{'1. open': '2.1000', '2. high': '2.1000', '3. low': '2.1000', '4. close': '2.1000', '5. volume': '50241'}"
2022-12-27 15:00:00,,"{'1. open': '2.1050', '2. high': '2.1100', '3. low': '2.0700', '4. close': '2.0950', '5. volume': '418636'}"
2022-12-27 14:00:00,,"{'1. open': '2.1150', '2. high': '2.1250', '3. low': '2.1000', '4. close': '2.1050', '5. volume': '154682'}"
2022-12-27 13:00:00,,"{'1. open': '2.1350', '2. high': '2.1400', '3. low': '2.1100', '4. close': '2.1150', '5. volume': '92024'}"
2022-12-27 12:00:00,,"{'1. open': '2.1580', '2. high': '2.1700', '3. low': '2.1200', '4. close': '2.1300', '5. volume': '126280'}"
2022-12-27 11:00:00,,"{'1. open': '2.1500', '2. high': '2.1600', '3. low': '2.1300', '4. close': '2.1550', '5. volume': '102682'}"
2022-12-27 10:00:00,,"{'1. open': '2.1450', '2. high': '2.1800', '3. low': '2.1100', '4. close': '2.1550', '5. volume': '160063'}"
2022-12-27 09:00:00,,"{'1. open': '2.2800', '2. high': '2.2800', '3. low': '2.1200', '4. close': '2.1400', '5. volume': '151526'}"
2022-12-27 08:00:00,,"{'1. open': '2.2800', '2. high': '2.2800', '3. low': '2.2800', '4. close': '2.2800', '5. volume': '500'}"
2022-12-23 16:00:00,,"{'1. open': '2.2500', '2. high': '2.2500', '3. low': '2.2500', '4. close': '2.2500', '5. volume': '50115'}"
2022-12-23 15:00:00,,"{'1. open': '2.2300', '2. high': '2.2500', '3. low': '2.2300', '4. close': '2.2500', '5. volume': '261282'}"
2022-12-23 14:00:00,,"{'1. open': '2.2100', '2. high': '2.2300', '3. low': '2.2050', '4. close': '2.2300', '5. volume': '117882'}"
2022-12-23 13:00:00,,"{'1. open': '2.2250', '2. high': '2.2300', '3. low': '2.2000', '4. close': '2.2100', '5. volume': '102880'}"
2022-12-23 12:00:00,,"{'1. open': '2.2050', '2. high': '2.2500', '3. low': '2.1900', '4. close': '2.2250', '5. volume': '229697'}"
2022-12-23 11:00:00,,"{'1. open': '2.2450', '2. high': '2.2500', '3. low': '2.2000', '4. close': '2.2050', '5. volume': '124652'}"
2022-12-23 10:00:00,,"{'1. open': '2.1800', '2. high': '2.3000', '3. low': '2.1750', '4. close': '2.2450', '5. volume': '401049'}"
