,Meta Data,Time Series (60min)
1. Information,"Intraday (60min) open, high, low, close prices and volume",
2. Symbol,COMP,
3. Last Refreshed,2023-08-31 19:00:00,
4. Interval,60min,
5. Output Size,Full size,
6. Time Zone,US/Eastern,
2023-08-31 19:00:00,,"{'1. open': '3.6000', '2. high': '3.6000', '3. low': '3.6000', '4. close': '3.6000', '5. volume': '2499230'}"
2023-08-31 18:00:00,,"{'1. open': '3.5800', '2. high': '3.6000', '3. low': '3.5800', '4. close': '3.6000', '5. volume': '2499252'}"
2023-08-31 17:00:00,,"{'1. open': '3.5800', '2. high': '3.6000', '3. low': '3.5800', '4. close': '3.6000', '5. volume': '1191'}"
2023-08-31 16:00:00,,"{'1. open': '3.6100', '2. high': '3.6100', '3. low': '3.5000', '4. close': '3.6100', '5. volume': '7882286'}"
2023-08-31 15:00:00,,"{'1. open': '3.5750', '2. high': '3.6250', '3. low': '3.5600', '4. close': '3.6100', '5. volume': '864957'}"
2023-08-31 14:00:00,,"{'1. open': '3.5850', '2. high': '3.6100', '3. low': '3.5700', '4. close': '3.5700', '5. volume': '178403'}"
2023-08-31 13:00:00,,"{'1. open': '3.5800', '2. high': '3.6150', '3. low': '3.5700', '4. close': '3.5900', '5. volume': '166496'}"
2023-08-31 12:00:00,,"{'1. open': '3.6500', '2. high': '3.6500', '3. low': '3.5600', '4. close': '3.5750', '5. volume': '146846'}"
2023-08-31 11:00:00,,"{'1. open': '3.6550', '2. high': '3.6800', '3. low': '3.6220', '4. close': '3.6500', '5. volume': '246361'}"
2023-08-31 10:00:00,,"{'1. open': '3.6310', '2. high': '3.7100', '3. low': '3.6200', '4. close': '3.6600', '5. volume': '674382'}"
2023-08-31 09:00:00,,"{'1. open': '3.6300', '2. high': '3.7000', '3. low': '3.5800', '4. close': '3.6350', '5. volume': '180033'}"
2023-08-31 08:00:00,,"{'1. open': '3.6400', '2. high': '3.6400', '3. low': '3.6400', '4. close': '3.6400', '5. volume': '1032'}"
2023-08-31 04:00:00,,"{'1. open': '3.5800', '2. high': '3.5800', '3. low': '3.5800', '4. close': '3.5800', '5. volume': '1'}"
2023-08-30 19:00:00,,"{'1. open': '3.5800', '2. high': '3.5800', '3. low': '3.5600', '4. close': '3.5600', '5. volume': '181426'}"
2023-08-30 18:00:00,,"{'1. open': '3.6200', '2. high': '3.6200', '3. low': '3.5800', '4. close': '3.5800', '5. volume': '181325'}"
2023-08-30 17:00:00,,"{'1. open': '3.5800', '2. high': '3.5800', '3. low': '3.5800', '4. close': '3.5800', '5. volume': '9'}"
2023-08-30 16:00:00,,"{'1. open': '3.5850', '2. high': '3.6200', '3. low': '3.5500', '4. close': '3.5800', '5. volume': '568153'}"
2023-08-30 15:00:00,,"{'1. open': '3.5800', '2. high': '3.6100', '3. low': '3.5550', '4. close': '3.5850', '5. volume': '806288'}"
2023-08-30 14:00:00,,"{'1. open': '3.5700', '2. high': '3.5850', '3. low': '3.5300', '4. close': '3.5800', '5. volume': '329429'}"
2023-08-30 13:00:00,,"{'1. open': '3.5850', '2. high': '3.6150', '3. low': '3.5600', '4. close': '3.5750', '5. volume': '234507'}"
2023-08-30 12:00:00,,"{'1. open': '3.5800', '2. high': '3.6400', '3. low': '3.5710', '4. close': '3.5850', '5. volume': '315731'}"
2023-08-30 11:00:00,,"{'1. open': '3.6000', '2. high': '3.6400', '3. low': '3.5300', '4. close': '3.5750', '5. volume': '642317'}"
2023-08-30 10:00:00,,"{'1. open': '3.5200', '2. high': '3.6300', '3. low': '3.4900', '4. close': '3.6050', '5. volume': '783140'}"
2023-08-30 09:00:00,,"{'1. open': '3.3100', '2. high': '3.5250', '3. low': '3.3100', '4. close': '3.5150', '5. volume': '475509'}"
2023-08-30 08:00:00,,"{'1. open': '3.3780', '2. high': '3.3800', '3. low': '3.3780', '4. close': '3.3790', '5. volume': '2319'}"
2023-08-29 19:00:00,,"{'1. open': '3.3300', '2. high': '3.3900', '3. low': '3.3300', '4. close': '3.3900', '5. volume': '153751'}"
2023-08-29 18:00:00,,"{'1. open': '3.3300', '2. high': '3.3900', '3. low': '3.3300', '4. close': '3.3900', '5. volume': '153395'}"
2023-08-29 17:00:00,,"{'1. open': '3.3110', '2. high': '3.3900', '3. low': '3.3110', '4. close': '3.3900', '5. volume': '60'}"
2023-08-29 16:00:00,,"{'1. open': '3.3200', '2. high': '3.4000', '3. low': '3.3200', '4. close': '3.3300', '5. volume': '494993'}"
2023-08-29 15:00:00,,"{'1. open': '3.3350', '2. high': '3.3400', '3. low': '3.2900', '4. close': '3.3200', '5. volume': '772164'}"
2023-08-29 14:00:00,,"{'1. open': '3.3800', '2. high': '3.3900', '3. low': '3.3250', '4. close': '3.3350', '5. volume': '179003'}"
2023-08-29 13:00:00,,"{'1. open': '3.3750', '2. high': '3.3900', '3. low': '3.3550', '4. close': '3.3750', '5. volume': '149630'}"
2023-08-29 12:00:00,,"{'1. open': '3.3600', '2. high': '3.4100', '3. low': '3.3400', '4. close': '3.3750', '5. volume': '771022'}"
2023-08-29 11:00:00,,"{'1. open': '3.4200', '2. high': '3.4400', '3. low': '3.3400', '4. close': '3.3500', '5. volume': '155341'}"
2023-08-29 10:00:00,,"{'1. open': '3.3300', '2. high': '3.4400', '3. low': '3.3300', '4. close': '3.4200', '5. volume': '578093'}"
2023-08-29 09:00:00,,"{'1. open': '3.3500', '2. high': '3.3500', '3. low': '3.2700', '4. close': '3.3200', '5. volume': '120907'}"
2023-08-29 08:00:00,,"{'1. open': '3.3200', '2. high': '3.3500', '3. low': '3.3200', '4. close': '3.3500', '5. volume': '3'}"
2023-08-28 19:00:00,,"{'1. open': '3.3200', '2. high': '3.3680', '3. low': '3.3200', '4. close': '3.3680', '5. volume': '96667'}"
2023-08-28 18:00:00,,"{'1. open': '3.3200', '2. high': '3.3200', '3. low': '3.2900', '4. close': '3.2900', '5. volume': '96675'}"
2023-08-28 17:00:00,,"{'1. open': '3.3600', '2. high': '3.3600', '3. low': '3.2900', '4. close': '3.2900', '5. volume': '121'}"
2023-08-28 16:00:00,,"{'1. open': '3.3400', '2. high': '3.3600', '3. low': '3.2900', '4. close': '3.3600', '5. volume': '297948'}"
2023-08-28 15:00:00,,"{'1. open': '3.3350', '2. high': '3.3580', '3. low': '3.3100', '4. close': '3.3400', '5. volume': '623826'}"
2023-08-28 14:00:00,,"{'1. open': '3.2950', '2. high': '3.3400', '3. low': '3.2900', '4. close': '3.3300', '5. volume': '179761'}"
2023-08-28 13:00:00,,"{'1. open': '3.3250', '2. high': '3.3400', '3. low': '3.2900', '4. close': '3.2950', '5. volume': '132857'}"
2023-08-28 12:00:00,,"{'1. open': '3.3250', '2. high': '3.3450', '3. low': '3.3000', '4. close': '3.3250', '5. volume': '144322'}"
