,Meta Data,Time Series (60min)
2023-05-19 14:00:00,,"{'1. open': '4.1400', '2. high': '4.1600', '3. low': '4.1310', '4. close': '4.1600', '5. volume': '181401'}"
2023-05-19 13:00:00,,"{'1. open': '4.1950', '2. high': '4.2100', '3. low': '4.1350', '4. close': '4.1350', '5. volume': '276434'}"
2023-05-19 12:00:00,,"{'1. open': '4.1400', '2. high': '4.2000', '3. low': '4.1290', '4. close': '4.1940', '5. volume': '227561'}"
2023-05-19 11:00:00,,"{'1. open': '4.1750', '2. high': '4.1950', '3. low': '4.1100', '4. close': '4.1350', '5. volume': '254309'}"
2023-05-19 10:00:00,,"{'1. open': '4.1600', '2. high': '4.1800', '3. low': '4.1350', '4. close': '4.1800', '5. volume': '204913'}"
2023-05-19 09:00:00,,"{'1. open': '4.1900', '2. high': '4.2400', '3. low': '4.1400', '4. close': '4.1600', '5. volume': '206919'}"
2023-05-19 08:00:00,,"{'1. open': '4.1700', '2. high': '4.1900', '3. low': '4.1700', '4. close': '4.1900', '5. volume': '3342'}"
2023-05-19 07:00:00,,"{'1. open': '4.1400', '2. high': '4.1500', '3. low': '4.1400', '4. close': '4.1500', '5. volume': '1200'}"
2023-05-18 18:00:00,,"{'1. open': '4.1100', '2. high': '4.1500', '3. low': '4.1000', '4. close': '4.1500', '5. volume': '3100'}"
2023-05-18 17:00:00,,"{'1. open': '4.1000', '2. high': '4.1000', '3. low': '4.1000', '4. close': '4.1000', '5. volume': '300'}"
2023-05-18 16:00:00,,"{'1. open': '4.1200', '2. high': '4.1200', '3. low': '4.1200', '4. close': '4.1200', '5. volume': '108116'}"
2023-05-18 15:00:00,,"{'1. open': '4.0900', '2. high': '4.1300', '3. low': '4.0800', '4. close': '4.1200', '5. volume': '450309'}"
2023-05-18 14:00:00,,"{'1. open': '4.0100', '2. high': '4.0900', '3. low': '4.0100', '4. close': '4.0900', '5. volume': '250636'}"
2023-05-18 13:00:00,,"{'1. open': '4.0250', '2. high': '4.0500', '3. low': '4.0050', '4. close': '4.0150', '5. volume': '116950'}"
2023-05-18 12:00:00,,"{'1. open': '4.0450', '2. high': '4.0500', '3. low': '4.0050', '4. close': '4.0250', '5. volume': '101819'}"
2023-05-18 11:00:00,,"{'1. open': '4.0600', '2. high': '4.0700', '3. low': '4.0400', '4. close': '4.0400', '5. volume': '250042'}"
2023-05-18 10:00:00,,"{'1. open': '4.0100', '2. high': '4.0700', '3. low': '3.9900', '4. close': '4.0600', '5. volume': '253993'}"
2023-05-18 09:00:00,,"{'1. open': '4.0000', '2. high': '4.0500', '3. low': '3.9700', '4. close': '4.0100', '5. volume': '141626'}"
2023-05-18 08:00:00,,"{'1. open': '4.0750', '2. high': '4.0800', '3. low': '4.0750', '4. close': '4.0800', '5. volume': '690'}"
2023-05-17 19:00:00,,"{'1. open': '4.0300', '2. high': '4.0300', '3. low': '4.0300', '4. close': '4.0300', '5. volume': '200'}"
2023-05-17 18:00:00,,"{'1. open': '4.0300', '2. high': '4.0300', '3. low': '4.0300', '4. close': '4.0300', '5. volume': '2084'}"
2023-05-17 16:00:00,,"{'1. open': '4.0400', '2. high': '4.0500', '3. low': '4.0100', '4. close': '4.0200', '5. volume': '193197'}"
2023-05-17 15:00:00,,"{'1. open': '4.0500', '2. high': '4.0700', '3. low': '3.9900', '4. close': '4.0400', '5. volume': '1303157'}"
2023-05-17 14:00:00,,"{'1. open': '4.0910', '2. high': '4.1000', '3. low': '4.0400', '4. close': '4.0400', '5. volume': '211411'}"
2023-05-17 13:00:00,,"{'1. open': '4.0450', '2. high': '4.1000', '3. low': '4.0340', '4. close': '4.0950', '5. volume': '370175'}"
2023-05-17 12:00:00,,"{'1. open': '4.0200', '2. high': '4.0550', '3. low': '4.0100', '4. close': '4.0450', '5. volume': '266406'}"
2023-05-17 11:00:00,,"{'1. open': '3.9500', '2. high': '4.0300', '3. low': '3.9300', '4. close': '4.0250', '5. volume': '330552'}"
2023-05-17 10:00:00,,"{'1. open': '3.9600', '2. high': '3.9900', '3. low': '3.9200', '4. close': '3.9500', '5. volume': '198962'}"
2023-05-17 09:00:00,,"{'1. open': '4.0100', '2. high': '4.0500', '3. low': '3.9600', '4. close': '3.9690', '5. volume': '177910'}"
2023-05-17 08:00:00,,"{'1. open': '3.9500', '2. high': '4.0090', '3. low': '3.9000', '4. close': '3.9700', '5. volume': '10821'}"
2023-05-17 07:00:00,,"{'1. open': '3.9900', '2. high': '3.9900', '3. low': '3.9900', '4. close': '3.9900', '5. volume': '400'}"
2023-05-16 19:00:00,,"{'1. open': '3.9800', '2. high': '3.9800', '3. low': '3.9800', '4. close': '3.9800', '5. volume': '700'}"
2023-05-16 18:00:00,,"{'1. open': '3.9300', '2. high': '3.9880', '3. low': '3.9300', '4. close': '3.9700', '5. volume': '9562'}"
2023-05-16 17:00:00,,"{'1. open': '3.9700', '2. high': '3.9900', '3. low': '3.9500', '4. close': '3.9500', '5. volume': '1300'}"
2023-05-16 16:00:00,,"{'1. open': '3.9400', '2. high': '3.9500', '3. low': '3.9400', '4. close': '3.9500', '5. volume': '160473'}"
2023-05-16 15:00:00,,"{'1. open': '3.9750', '2. high': '3.9800', '3. low': '3.9300', '4. close': '3.9400', '5. volume': '538295'}"
2023-05-16 14:00:00,,"{'1. open': '3.9850', '2. high': '4.0000', '3. low': '3.9600', '4. close': '3.9750', '5. volume': '213148'}"
2023-05-16 13:00:00,,"{'1. open': '3.9950', '2. high': '4.0000', '3. low': '3.9700', '4. close': '3.9850', '5. volume': '162904'}"
2023-05-16 12:00:00,,"{'1. open': '3.9850', '2. high': '4.0000', '3. low': '3.9600', '4. close': '3.9950', '5. volume': '217990'}"
2023-05-16 11:00:00,,"{'1. open': '3.9900', '2. high': '4.0100', '3. low': '3.9700', '4. close': '3.9850', '5. volume': '286252'}"
2023-05-16 10:00:00,,"{'1. open': '4.0600', '2. high': '4.0600', '3. low': '3.9800', '4. close': '3.9850', '5. volume': '415973'}"
2023-05-16 09:00:00,,"{'1. open': '4.1400', '2. high': '4.1400', '3. low': '4.0400', '4. close': '4.0600', '5. volume': '139290'}"
2023-05-16 08:00:00,,"{'1. open': '4.1100', '2. high': '4.1600', '3. low': '4.1100', '4. close': '4.1500', '5. volume': '2185'}"
2023-05-16 07:00:00,,"{'1. open': '4.0600', '2. high': '4.0700', '3. low': '4.0600', '4. close': '4.0700', '5. volume': '900'}"
2023-05-15 16:00:00,,"{'1. open': '4.1300', '2. high': '4.1300', '3. low': '4.1300', '4. close': '4.1300', '5. volume': '140878'}"
2023-05-15 15:00:00,,"{'1. open': '4.1100', '2. high': '4.1300', '3. low': '4.0900', '4. close': '4.1300', '5. volume': '482342'}"
2023-05-15 14:00:00,,"{'1. open': '4.1350', '2. high': '4.1400', '3. low': '4.1100', '4. close': '4.1150', '5. volume': '173278'}"
2023-05-15 13:00:00,,"{'1. open': '4.1700', '2. high': '4.1800', '3. low': '4.1100', '4. close': '4.1400', '5. volume': '239257'}"
2023-05-15 12:00:00,,"{'1. open': '4.1400', '2. high': '4.1900', '3. low': '4.1200', '4. close': '4.1700', '5. volume': '239120'}"
2023-05-15 11:00:00,,"{'1. open': '4.1250', '2. high': '4.1600', '3. low': '4.1250', '4. close': '4.1450', '5. volume': '143581'}"
2023-05-15 10:00:00,,"{'1. open': '4.1150', '2. high': '4.1480', '3. low': '4.0800', '4. close': '4.1250', '5. volume': '157987'}"
2023-05-15 09:00:00,,"{'1. open': '4.1300', '2. high': '4.1600', '3. low': '4.0750', '4. close': '4.1150', '5. volume': '122110'}"
2023-05-15 07:00:00,,"{'1. open': '4.1000', '2. high': '4.1000', '3. low': '4.1000', '4. close': '4.1000', '5. volume': '305'}"
2023-05-12 17:00:00,,"{'1. open': '4.1100', '2. high': '4.1100', '3. low': '4.1000', '4. close': '4.1000', '5. volume': '2300'}"
2023-05-12 16:00:00,,"{'1. open': '4.0900', '2. high': '4.0900', '3. low': '4.0900', '4. close': '4.0900', '5. volume': '180558'}"
2023-05-12 15:00:00,,"{'1. open': '4.0950', '2. high': '4.1000', '3. low': '4.0700', '4. close': '4.0900', '5. volume': '476825'}"
2023-05-12 14:00:00,,"{'1. open': '4.0800', '2. high': '4.1200', '3. low': '4.0500', '4. close': '4.0990', '5. volume': '297298'}"
2023-05-12 13:00:00,,"{'1. open': '4.0550', '2. high': '4.1200', '3. low': '4.0400', '4. close': '4.0900', '5. volume': '313321'}"
2023-05-12 12:00:00,,"{'1. open': '4.0900', '2. high': '4.1000', '3. low': '4.0500', '4. close': '4.0550', '5. volume': '197921'}"
2023-05-12 11:00:00,,"{'1. open': '4.1650', '2. high': '4.1800', '3. low': '4.0750', '4. close': '4.0890', '5. volume': '229756'}"
2023-05-12 10:00:00,,"{'1. open': '4.1700', '2. high': '4.2000', '3. low': '4.1200', '4. close': '4.1650', '5. volume': '281026'}"
2023-05-12 09:00:00,,"{'1. open': '4.1300', '2. high': '4.2050', '3. low': '4.1300', '4. close': '4.1800', '5. volume': '186783'}"
2023-05-12 08:00:00,,"{'1. open': '4.1600', '2. high': '4.1600', '3. low': '4.1100', '4. close': '4.1100', '5. volume': '1839'}"
2023-05-11 16:00:00,,"{'1. open': '4.0700', '2. high': '4.0700', '3. low': '4.0700', '4. close': '4.0700', '5. volume': '149043'}"
2023-05-11 15:00:00,,"{'1. open': '4.1000', '2. high': '4.1100', '3. low': '4.0500', '4. close': '4.0600', '5. volume': '440094'}"
2023-05-11 14:00:00,,"{'1. open': '4.0950', '2. high': '4.1200', '3. low': '4.0900', '4. close': '4.1000', '5. volume': '149835'}"
2023-05-11 13:00:00,,"{'1. open': '4.1200', '2. high': '4.1580', '3. low': '4.0950', '4. close': '4.1000', '5. volume': '123148'}"
2023-05-11 12:00:00,,"{'1. open': '4.1300', '2. high': '4.1400', '3. low': '4.0900', '4. close': '4.1200', '5. volume': '262027'}"
2023-05-11 11:00:00,,"{'1. open': '4.0900', '2. high': '4.1700', '3. low': '4.0850', '4. close': '4.1300', '5. volume': '182771'}"
2023-05-11 10:00:00,,"{'1. open': '4.1100', '2. high': '4.1250', '3. low': '4.0600', '4. close': '4.0850', '5. volume': '193625'}"
2023-05-11 09:00:00,,"{'1. open': '4.1000', '2. high': '4.1900', '3. low': '4.0450', '4. close': '4.1150', '5. volume': '217600'}"
2023-05-11 08:00:00,,"{'1. open': '4.1300', '2. high': '4.2800', '3. low': '4.0700', '4. close': '4.2100', '5. volume': '3568'}"
2023-05-11 07:00:00,,"{'1. open': '4.1700', '2. high': '4.1700', '3. low': '4.1700', '4. close': '4.1700', '5. volume': '200'}"
2023-05-11 06:00:00,,"{'1. open': '4.1700', '2. high': '4.1700', '3. low': '4.1700', '4. close': '4.1700', '5. volume': '200'}"
2023-05-10 19:00:00,,"{'1. open': '4.1900', '2. high': '4.1900', '3. low': '4.1500', '4. close': '4.1500', '5. volume': '1353'}"
2023-05-10 16:00:00,,"{'1. open': '4.1700', '2. high': '4.1700', '3. low': '4.1200', '4. close': '4.1200', '5. volume': '239324'}"
2023-05-10 15:00:00,,"{'1. open': '4.1650', '2. high': '4.1800', '3. low': '4.1250', '4. close': '4.1700', '5. volume': '611446'}"
2023-05-10 14:00:00,,"{'1. open': '4.1250', '2. high': '4.1900', '3. low': '4.1200', '4. close': '4.1700', '5. volume': '264905'}"
2023-05-10 13:00:00,,"{'1. open': '4.1250', '2. high': '4.1250', '3. low': '4.0550', '4. close': '4.1250', '5. volume': '249807'}"
2023-05-10 12:00:00,,"{'1. open': '4.0700', '2. high': '4.1400', '3. low': '4.0100', '4. close': '4.1250', '5. volume': '409801'}"
2023-05-10 11:00:00,,"{'1. open': '4.1280', '2. high': '4.1800', '3. low': '4.0600', '4. close': '4.0650', '5. volume': '391786'}"
2023-05-10 10:00:00,,"{'1. open': '4.0950', '2. high': '4.1650', '3. low': '4.0400', '4. close': '4.1250', '5. volume': '282013'}"
2023-05-10 09:00:00,,"{'1. open': '4.0400', '2. high': '4.1500', '3. low': '3.9400', '4. close': '4.0950', '5. volume': '685346'}"
2023-05-10 08:00:00,,"{'1. open': '4.1000', '2. high': '4.1000', '3. low': '4.0300', '4. close': '4.0300', '5. volume': '14680'}"
2023-05-09 19:00:00,,"{'1. open': '4.0700', '2. high': '4.0700', '3. low': '4.0300', '4. close': '4.0300', '5. volume': '5978'}"
2023-05-09 18:00:00,,"{'1. open': '4.0990', '2. high': '4.1100', '3. low': '4.0990', '4. close': '4.1100', '5. volume': '4300'}"
2023-05-09 17:00:00,,"{'1. open': '4.0600', '2. high': '4.1300', '3. low': '4.0300', '4. close': '4.0300', '5. volume': '45285'}"
2023-05-09 16:00:00,,"{'1. open': '4.2300', '2. high': '4.2600', '3. low': '4.1000', '4. close': '4.1060', '5. volume': '98911'}"
2023-05-09 15:00:00,,"{'1. open': '4.2700', '2. high': '4.2800', '3. low': '4.2200', '4. close': '4.2200', '5. volume': '366703'}"
