,Meta Data,Time Series (60min)
1. Information,"Intraday (60min) open, high, low, close prices and volume",
2. Symbol,WTI,
3. Last Refreshed,2023-08-31 19:00:00,
4. Interval,60min,
5. Output Size,Full size,
6. Time Zone,US/Eastern,
2023-08-31 19:00:00,,"{'1. open': '4.0800', '2. high': '4.1300', '3. low': '4.0800', '4. close': '4.1300', '5. volume': '401978'}"
2023-08-31 18:00:00,,"{'1. open': '4.0800', '2. high': '4.0800', '3. low': '4.0800', '4. close': '4.0800', '5. volume': '401868'}"
2023-08-31 17:00:00,,"{'1. open': '4.0900', '2. high': '4.0900', '3. low': '4.0800', '4. close': '4.0800', '5. volume': '386'}"
2023-08-31 16:00:00,,"{'1. open': '4.0750', '2. high': '4.1200', '3. low': '4.0700', '4. close': '4.0920', '5. volume': '1247377'}"
2023-08-31 15:00:00,,"{'1. open': '4.0850', '2. high': '4.1000', '3. low': '4.0700', '4. close': '4.0750', '5. volume': '234368'}"
2023-08-31 14:00:00,,"{'1. open': '4.1100', '2. high': '4.1100', '3. low': '4.0800', '4. close': '4.0850', '5. volume': '85415'}"
2023-08-31 13:00:00,,"{'1. open': '4.0800', '2. high': '4.1100', '3. low': '4.0700', '4. close': '4.1050', '5. volume': '139309'}"
2023-08-31 12:00:00,,"{'1. open': '4.0900', '2. high': '4.1050', '3. low': '4.0600', '4. close': '4.0800', '5. volume': '198263'}"
2023-08-31 11:00:00,,"{'1. open': '4.1150', '2. high': '4.1200', '3. low': '4.0800', '4. close': '4.0850', '5. volume': '99688'}"
2023-08-31 10:00:00,,"{'1. open': '4.0850', '2. high': '4.1300', '3. low': '4.0800', '4. close': '4.1150', '5. volume': '161304'}"
2023-08-31 09:00:00,,"{'1. open': '4.1400', '2. high': '4.1400', '3. low': '4.0500', '4. close': '4.0900', '5. volume': '115891'}"
2023-08-31 08:00:00,,"{'1. open': '4.1400', '2. high': '4.1800', '3. low': '4.1200', '4. close': '4.1200', '5. volume': '3379'}"
2023-08-31 07:00:00,,"{'1. open': '4.0700', '2. high': '4.1300', '3. low': '4.0700', '4. close': '4.1300', '5. volume': '4'}"
2023-08-31 06:00:00,,"{'1. open': '4.1100', '2. high': '4.1100', '3. low': '4.1100', '4. close': '4.1100', '5. volume': '1'}"
2023-08-30 19:00:00,,"{'1. open': '4.1100', '2. high': '4.1100', '3. low': '4.1000', '4. close': '4.1000', '5. volume': '89189'}"
2023-08-30 18:00:00,,"{'1. open': '4.1100', '2. high': '4.1100', '3. low': '4.1100', '4. close': '4.1100', '5. volume': '89174'}"
2023-08-30 17:00:00,,"{'1. open': '4.1100', '2. high': '4.1400', '3. low': '4.1100', '4. close': '4.1100', '5. volume': '104'}"
2023-08-30 16:00:00,,"{'1. open': '4.1100', '2. high': '4.1300', '3. low': '4.0100', '4. close': '4.1300', '5. volume': '296845'}"
2023-08-30 15:00:00,,"{'1. open': '4.1400', '2. high': '4.1400', '3. low': '4.1000', '4. close': '4.1100', '5. volume': '252795'}"
2023-08-30 14:00:00,,"{'1. open': '4.1200', '2. high': '4.1400', '3. low': '4.1000', '4. close': '4.1400', '5. volume': '201548'}"
2023-08-30 13:00:00,,"{'1. open': '4.0950', '2. high': '4.1200', '3. low': '4.0800', '4. close': '4.1200', '5. volume': '188146'}"
2023-08-30 12:00:00,,"{'1. open': '4.1100', '2. high': '4.1200', '3. low': '4.0800', '4. close': '4.0950', '5. volume': '160820'}"
2023-08-30 11:00:00,,"{'1. open': '4.0700', '2. high': '4.1200', '3. low': '4.0500', '4. close': '4.1100', '5. volume': '418445'}"
2023-08-30 10:00:00,,"{'1. open': '4.1100', '2. high': '4.1200', '3. low': '4.0700', '4. close': '4.0750', '5. volume': '251578'}"
2023-08-30 09:00:00,,"{'1. open': '4.0500', '2. high': '4.1200', '3. low': '4.0100', '4. close': '4.1200', '5. volume': '150479'}"
2023-08-30 08:00:00,,"{'1. open': '4.0100', '2. high': '4.0500', '3. low': '4.0100', '4. close': '4.0400', '5. volume': '84'}"
2023-08-30 06:00:00,,"{'1. open': '4.0100', '2. high': '4.0100', '3. low': '4.0100', '4. close': '4.0100', '5. volume': '1'}"
2023-08-29 19:00:00,,"{'1. open': '4.0100', '2. high': '4.0300', '3. low': '4.0100', '4. close': '4.0300', '5. volume': '61736'}"
2023-08-29 18:00:00,,"{'1. open': '4.0400', '2. high': '4.0400', '3. low': '4.0100', '4. close': '4.0100', '5. volume': '61706'}"
2023-08-29 17:00:00,,"{'1. open': '4.0000', '2. high': '4.0100', '3. low': '4.0000', '4. close': '4.0100', '5. volume': '200'}"
2023-08-29 16:00:00,,"{'1. open': '4.0200', '2. high': '4.0400', '3. low': '3.9800', '4. close': '4.0100', '5. volume': '203982'}"
2023-08-29 15:00:00,,"{'1. open': '4.0300', '2. high': '4.0300', '3. low': '3.9900', '4. close': '4.0200', '5. volume': '443746'}"
2023-08-29 14:00:00,,"{'1. open': '4.0300', '2. high': '4.0400', '3. low': '4.0200', '4. close': '4.0300', '5. volume': '67089'}"
2023-08-29 13:00:00,,"{'1. open': '4.0000', '2. high': '4.0500', '3. low': '3.9900', '4. close': '4.0300', '5. volume': '228223'}"
2023-08-29 12:00:00,,"{'1. open': '3.9900', '2. high': '4.0050', '3. low': '3.9800', '4. close': '4.0000', '5. volume': '275530'}"
2023-08-29 11:00:00,,"{'1. open': '3.9700', '2. high': '4.0000', '3. low': '3.9600', '4. close': '3.9990', '5. volume': '165456'}"
2023-08-29 10:00:00,,"{'1. open': '3.9450', '2. high': '3.9800', '3. low': '3.9400', '4. close': '3.9700', '5. volume': '132585'}"
2023-08-29 09:00:00,,"{'1. open': '4.0100', '2. high': '4.0200', '3. low': '3.9200', '4. close': '3.9450', '5. volume': '106145'}"
2023-08-29 08:00:00,,"{'1. open': '4.0000', '2. high': '4.0200', '3. low': '4.0000', '4. close': '4.0200', '5. volume': '1902'}"
2023-08-29 07:00:00,,"{'1. open': '4.0000', '2. high': '4.0200', '3. low': '3.9900', '4. close': '3.9900', '5. volume': '155'}"
2023-08-28 19:00:00,,"{'1. open': '3.9900', '2. high': '3.9900', '3. low': '3.9500', '4. close': '3.9500', '5. volume': '73311'}"
2023-08-28 18:00:00,,"{'1. open': '4.0100', '2. high': '4.0100', '3. low': '3.9900', '4. close': '3.9900', '5. volume': '73310'}"
2023-08-28 17:00:00,,"{'1. open': '3.9890', '2. high': '3.9900', '3. low': '3.9890', '4. close': '3.9900', '5. volume': '14'}"
2023-08-28 16:00:00,,"{'1. open': '3.9900', '2. high': '3.9900', '3. low': '3.9800', '4. close': '3.9900', '5. volume': '240628'}"
2023-08-28 15:00:00,,"{'1. open': '3.9800', '2. high': '3.9950', '3. low': '3.9600', '4. close': '3.9900', '5. volume': '225679'}"
2023-08-28 14:00:00,,"{'1. open': '3.9700', '2. high': '3.9900', '3. low': '3.9650', '4. close': '3.9850', '5. volume': '93148'}"
2023-08-28 13:00:00,,"{'1. open': '4.0000', '2. high': '4.0050', '3. low': '3.9650', '4. close': '3.9700', '5. volume': '76782'}"
2023-08-28 12:00:00,,"{'1. open': '4.0000', '2. high': '4.0100', '3. low': '3.9950', '4. close': '3.9950', '5. volume': '100110'}"
2023-08-28 11:00:00,,"{'1. open': '4.0200', '2. high': '4.0200', '3. low': '3.9800', '4. close': '4.0000', '5. volume': '178009'}"
2023-08-28 10:00:00,,"{'1. open': '4.0250', '2. high': '4.0300', '3. low': '3.9800', '4. close': '4.0150', '5. volume': '134125'}"
2023-08-28 09:00:00,,"{'1. open': '3.9700', '2. high': '4.0300', '3. low': '3.9700', '4. close': '4.0250', '5. volume': '170349'}"
2023-08-28 08:00:00,,"{'1. open': '3.9700', '2. high': '4.0100', '3. low': '3.9500', '4. close': '3.9700', '5. volume': '781'}"
2023-08-28 07:00:00,,"{'1. open': '3.9700', '2. high': '3.9700', '3. low': '3.9700', '4. close': '3.9700', '5. volume': '250'}"
2023-08-25 19:00:00,,"{'1. open': '3.9600', '2. high': '3.9690', '3. low': '3.9500', '4. close': '3.9690', '5. volume': '94211'}"
2023-08-25 18:00:00,,"{'1. open': '4.0090', '2. high': '4.0090', '3. low': '3.9600', '4. close': '3.9600', '5. volume': '94288'}"
2023-08-25 17:00:00,,"{'1. open': '3.9600', '2. high': '4.0100', '3. low': '3.9500', '4. close': '4.0100', '5. volume': '740'}"
2023-08-25 16:00:00,,"{'1. open': '3.9700', '2. high': '3.9700', '3. low': '3.9120', '4. close': '3.9600', '5. volume': '302955'}"
2023-08-25 15:00:00,,"{'1. open': '3.9500', '2. high': '3.9700', '3. low': '3.9400', '4. close': '3.9700', '5. volume': '237197'}"
2023-08-25 14:00:00,,"{'1. open': '3.9150', '2. high': '3.9650', '3. low': '3.9100', '4. close': '3.9550', '5. volume': '118373'}"
2023-08-25 13:00:00,,"{'1. open': '3.9600', '2. high': '3.9750', '3. low': '3.8800', '4. close': '3.9100', '5. volume': '236105'}"
2023-08-25 12:00:00,,"{'1. open': '3.9450', '2. high': '3.9800', '3. low': '3.9420', '4. close': '3.9600', '5. volume': '87931'}"
2023-08-25 11:00:00,,"{'1. open': '3.9000', '2. high': '3.9500', '3. low': '3.8950', '4. close': '3.9480', '5. volume': '148817'}"
2023-08-25 10:00:00,,"{'1. open': '3.9700', '2. high': '3.9700', '3. low': '3.8850', '4. close': '3.9000', '5. volume': '234840'}"
2023-08-25 09:00:00,,"{'1. open': '3.9700', '2. high': '4.0400', '3. low': '3.9300', '4. close': '3.9650', '5. volume': '141980'}"
2023-08-25 08:00:00,,"{'1. open': '3.9700', '2. high': '3.9700', '3. low': '3.9500', '4. close': '3.9600', '5. volume': '2203'}"
2023-08-25 07:00:00,,"{'1. open': '3.9500', '2. high': '3.9700', '3. low': '3.9400', '4. close': '3.9700', '5. volume': '100'}"
2023-08-24 19:00:00,,"{'1. open': '3.9000', '2. high': '3.9700', '3. low': '3.9000', '4. close': '3.9020', '5. volume': '82630'}"
2023-08-24 18:00:00,,"{'1. open': '3.9020', '2. high': '3.9700', '3. low': '3.9000', '4. close': '3.9300', '5. volume': '83865'}"
2023-08-24 17:00:00,,"{'1. open': '3.9000', '2. high': '3.9200', '3. low': '3.9000', '4. close': '3.9200', '5. volume': '1316'}"
2023-08-24 16:00:00,,"{'1. open': '3.8950', '2. high': '3.9200', '3. low': '3.8900', '4. close': '3.9000', '5. volume': '278908'}"
2023-08-24 15:00:00,,"{'1. open': '3.9250', '2. high': '3.9300', '3. low': '3.8900', '4. close': '3.8950', '5. volume': '371882'}"
2023-08-24 14:00:00,,"{'1. open': '3.9350', '2. high': '3.9470', '3. low': '3.9200', '4. close': '3.9200', '5. volume': '81343'}"
2023-08-24 13:00:00,,"{'1. open': '3.9500', '2. high': '3.9650', '3. low': '3.9300', '4. close': '3.9350', '5. volume': '162283'}"
2023-08-24 12:00:00,,"{'1. open': '3.9460', '2. high': '3.9800', '3. low': '3.9350', '4. close': '3.9500', '5. volume': '188133'}"
2023-08-24 11:00:00,,"{'1. open': '3.9600', '2. high': '3.9670', '3. low': '3.9300', '4. close': '3.9450', '5. volume': '235157'}"
2023-08-24 10:00:00,,"{'1. open': '4.0100', '2. high': '4.0200', '3. low': '3.9600', '4. close': '3.9650', '5. volume': '165533'}"
2023-08-24 09:00:00,,"{'1. open': '4.0590', '2. high': '4.0590', '3. low': '3.9400', '4. close': '4.0100', '5. volume': '162710'}"
2023-08-24 08:00:00,,"{'1. open': '4.0000', '2. high': '4.0600', '3. low': '3.9800', '4. close': '3.9800', '5. volume': '2505'}"
2023-08-24 07:00:00,,"{'1. open': '4.0300', '2. high': '4.0600', '3. low': '4.0000', '4. close': '4.0000', '5. volume': '1398'}"
2023-08-24 06:00:00,,"{'1. open': '3.9600', '2. high': '4.0500', '3. low': '3.9600', '4. close': '4.0500', '5. volume': '50'}"
2023-08-24 05:00:00,,"{'1. open': '4.0000', '2. high': '4.0000', '3. low': '3.9600', '4. close': '3.9600', '5. volume': '1300'}"
2023-08-23 19:00:00,,"{'1. open': '4.0100', '2. high': '4.0100', '3. low': '4.0100', '4. close': '4.0100', '5. volume': '64785'}"
2023-08-23 18:00:00,,"{'1. open': '4.0100', '2. high': '4.0100', '3. low': '4.0100', '4. close': '4.0100', '5. volume': '64763'}"
2023-08-23 17:00:00,,"{'1. open': '4.0400', '2. high': '4.0400', '3. low': '4.0400', '4. close': '4.0400', '5. volume': '1'}"
2023-08-23 16:00:00,,"{'1. open': '4.0100', '2. high': '4.0200', '3. low': '4.0100', '4. close': '4.0100', '5. volume': '228843'}"
2023-08-23 15:00:00,,"{'1. open': '4.0100', '2. high': '4.0300', '3. low': '4.0000', '4. close': '4.0100', '5. volume': '394610'}"
2023-08-23 14:00:00,,"{'1. open': '4.0350', '2. high': '4.0500', '3. low': '4.0050', '4. close': '4.0100', '5. volume': '155342'}"
2023-08-23 13:00:00,,"{'1. open': '4.0600', '2. high': '4.0700', '3. low': '4.0300', '4. close': '4.0400', '5. volume': '85950'}"
2023-08-23 12:00:00,,"{'1. open': '4.0500', '2. high': '4.0700', '3. low': '4.0400', '4. close': '4.0600', '5. volume': '210808'}"
2023-08-23 11:00:00,,"{'1. open': '4.0250', '2. high': '4.0700', '3. low': '4.0150', '4. close': '4.0500', '5. volume': '283009'}"
2023-08-23 10:00:00,,"{'1. open': '3.9900', '2. high': '4.0300', '3. low': '3.9700', '4. close': '4.0230', '5. volume': '257239'}"
2023-08-23 09:00:00,,"{'1. open': '4.0800', '2. high': '4.0800', '3. low': '3.9500', '4. close': '3.9900', '5. volume': '276658'}"
2023-08-23 08:00:00,,"{'1. open': '4.0800', '2. high': '4.1100', '3. low': '4.0500', '4. close': '4.0800', '5. volume': '13556'}"
2023-08-23 07:00:00,,"{'1. open': '4.1000', '2. high': '4.1000', '3. low': '4.1000', '4. close': '4.1000', '5. volume': '203'}"
2023-08-23 06:00:00,,"{'1. open': '4.1200', '2. high': '4.1200', '3. low': '4.1200', '4. close': '4.1200', '5. volume': '4'}"
2023-08-22 19:00:00,,"{'1. open': '4.1200', '2. high': '4.1200', '3. low': '4.1100', '4. close': '4.1100', '5. volume': '86486'}"
2023-08-22 18:00:00,,"{'1. open': '4.1200', '2. high': '4.1200', '3. low': '4.1200', '4. close': '4.1200', '5. volume': '86485'}"
2023-08-22 17:00:00,,"{'1. open': '4.1100', '2. high': '4.1100', '3. low': '4.1100', '4. close': '4.1100', '5. volume': '47'}"
2023-08-22 16:00:00,,"{'1. open': '4.1150', '2. high': '4.1200', '3. low': '4.1100', '4. close': '4.1200', '5. volume': '294649'}"
2023-08-22 15:00:00,,"{'1. open': '4.1500', '2. high': '4.1650', '3. low': '4.1100', '4. close': '4.1150', '5. volume': '316132'}"
2023-08-22 14:00:00,,"{'1. open': '4.1450', '2. high': '4.1650', '3. low': '4.1300', '4. close': '4.1500', '5. volume': '186821'}"
2023-08-22 13:00:00,,"{'1. open': '4.2100', '2. high': '4.2100', '3. low': '4.1310', '4. close': '4.1400', '5. volume': '242796'}"
