,Meta Data,Time Series (60min)
1. Information,"Intraday (60min) open, high, low, close prices and volume",
2. Symbol,WTI,
3. Last Refreshed,2022-10-31 18:00:00,
4. Interval,60min,
5. Output Size,Full size,
6. Time Zone,US/Eastern,
2022-10-31 18:00:00,,"{'1. open': '7.6000', '2. high': '7.6000', '3. low': '7.6000', '4. close': '7.6000', '5. volume': '482'}"
2022-10-31 16:00:00,,"{'1. open': '7.5900', '2. high': '7.6000', '3. low': '7.5000', '4. close': '7.5500', '5. volume': '146312'}"
2022-10-31 15:00:00,,"{'1. open': '7.6020', '2. high': '7.6750', '3. low': '7.5700', '4. close': '7.5900', '5. volume': '620225'}"
2022-10-31 14:00:00,,"{'1. open': '7.5050', '2. high': '7.6150', '3. low': '7.4900', '4. close': '7.6050', '5. volume': '213634'}"
2022-10-31 13:00:00,,"{'1. open': '7.4200', '2. high': '7.5300', '3. low': '7.4100', '4. close': '7.5000', '5. volume': '168960'}"
2022-10-31 12:00:00,,"{'1. open': '7.3800', '2. high': '7.4300', '3. low': '7.3200', '4. close': '7.4120', '5. volume': '198824'}"
2022-10-31 11:00:00,,"{'1. open': '7.5250', '2. high': '7.5400', '3. low': '7.3400', '4. close': '7.3700', '5. volume': '197589'}"
2022-10-31 10:00:00,,"{'1. open': '7.3450', '2. high': '7.6250', '3. low': '7.3450', '4. close': '7.5150', '5. volume': '378503'}"
2022-10-31 09:00:00,,"{'1. open': '7.2800', '2. high': '7.4600', '3. low': '7.1200', '4. close': '7.3600', '5. volume': '376241'}"
2022-10-31 08:00:00,,"{'1. open': '7.3000', '2. high': '7.3000', '3. low': '7.2000', '4. close': '7.2900', '5. volume': '12191'}"
2022-10-31 07:00:00,,"{'1. open': '7.3000', '2. high': '7.3300', '3. low': '7.2900', '4. close': '7.3000', '5. volume': '4278'}"
2022-10-28 19:00:00,,"{'1. open': '7.3800', '2. high': '7.3800', '3. low': '7.3800', '4. close': '7.3800', '5. volume': '600'}"
2022-10-28 18:00:00,,"{'1. open': '7.3800', '2. high': '7.3800', '3. low': '7.3800', '4. close': '7.3800', '5. volume': '400'}"
2022-10-28 17:00:00,,"{'1. open': '7.4000', '2. high': '7.4000', '3. low': '7.3800', '4. close': '7.3800', '5. volume': '1520'}"
2022-10-28 16:00:00,,"{'1. open': '7.3400', '2. high': '7.4400', '3. low': '7.3400', '4. close': '7.4000', '5. volume': '193922'}"
2022-10-28 15:00:00,,"{'1. open': '7.3600', '2. high': '7.3690', '3. low': '7.2900', '4. close': '7.3250', '5. volume': '439820'}"
2022-10-28 14:00:00,,"{'1. open': '7.3700', '2. high': '7.3750', '3. low': '7.2850', '4. close': '7.3650', '5. volume': '226578'}"
2022-10-28 13:00:00,,"{'1. open': '7.3900', '2. high': '7.4100', '3. low': '7.3300', '4. close': '7.3600', '5. volume': '182047'}"
2022-10-28 12:00:00,,"{'1. open': '7.3100', '2. high': '7.4350', '3. low': '7.2600', '4. close': '7.3900', '5. volume': '335749'}"
2022-10-28 11:00:00,,"{'1. open': '7.3600', '2. high': '7.3800', '3. low': '7.2560', '4. close': '7.3200', '5. volume': '258590'}"
2022-10-28 10:00:00,,"{'1. open': '7.6200', '2. high': '7.6600', '3. low': '7.2600', '4. close': '7.3600', '5. volume': '729821'}"
2022-10-28 09:00:00,,"{'1. open': '7.8400', '2. high': '7.9850', '3. low': '7.5810', '4. close': '7.6300', '5. volume': '716131'}"
2022-10-28 08:00:00,,"{'1. open': '7.8800', '2. high': '7.9500', '3. low': '7.7700', '4. close': '7.8400', '5. volume': '3090'}"
2022-10-28 07:00:00,,"{'1. open': '7.8700', '2. high': '7.8800', '3. low': '7.8700', '4. close': '7.8800', '5. volume': '775'}"
2022-10-27 19:00:00,,"{'1. open': '7.8000', '2. high': '7.8000', '3. low': '7.8000', '4. close': '7.8000', '5. volume': '1000'}"
2022-10-27 17:00:00,,"{'1. open': '7.7500', '2. high': '7.8000', '3. low': '7.7500', '4. close': '7.7500', '5. volume': '9529'}"
2022-10-27 16:00:00,,"{'1. open': '7.7600', '2. high': '7.8000', '3. low': '7.7400', '4. close': '7.7900', '5. volume': '154200'}"
2022-10-27 15:00:00,,"{'1. open': '7.8800', '2. high': '7.8900', '3. low': '7.7400', '4. close': '7.7400', '5. volume': '757856'}"
2022-10-27 14:00:00,,"{'1. open': '8.0200', '2. high': '8.0400', '3. low': '7.8600', '4. close': '7.8700', '5. volume': '284088'}"
2022-10-27 13:00:00,,"{'1. open': '8.0000', '2. high': '8.0400', '3. low': '7.9800', '4. close': '8.0200', '5. volume': '135672'}"
2022-10-27 12:00:00,,"{'1. open': '8.0050', '2. high': '8.0650', '3. low': '7.9610', '4. close': '8.0050', '5. volume': '186086'}"
2022-10-27 11:00:00,,"{'1. open': '8.1300', '2. high': '8.1950', '3. low': '7.9500', '4. close': '8.0050', '5. volume': '338215'}"
2022-10-27 10:00:00,,"{'1. open': '8.0380', '2. high': '8.1650', '3. low': '8.0000', '4. close': '8.1300', '5. volume': '389607'}"
2022-10-27 09:00:00,,"{'1. open': '8.1200', '2. high': '8.2600', '3. low': '8.0100', '4. close': '8.0400', '5. volume': '406265'}"
2022-10-27 08:00:00,,"{'1. open': '7.9600', '2. high': '8.1200', '3. low': '7.9600', '4. close': '8.1200', '5. volume': '4895'}"
2022-10-27 07:00:00,,"{'1. open': '7.9600', '2. high': '8.0200', '3. low': '7.9600', '4. close': '8.0200', '5. volume': '9804'}"
2022-10-27 06:00:00,,"{'1. open': '7.9700', '2. high': '7.9700', '3. low': '7.9500', '4. close': '7.9600', '5. volume': '6906'}"
2022-10-26 19:00:00,,"{'1. open': '8.0000', '2. high': '8.0000', '3. low': '8.0000', '4. close': '8.0000', '5. volume': '1000'}"
2022-10-26 18:00:00,,"{'1. open': '7.9500', '2. high': '7.9500', '3. low': '7.9500', '4. close': '7.9500', '5. volume': '100'}"
2022-10-26 17:00:00,,"{'1. open': '7.9990', '2. high': '8.0000', '3. low': '7.9510', '4. close': '8.0000', '5. volume': '4432'}"
2022-10-26 16:00:00,,"{'1. open': '7.9700', '2. high': '7.9700', '3. low': '7.9700', '4. close': '7.9700', '5. volume': '168053'}"
2022-10-26 15:00:00,,"{'1. open': '7.9150', '2. high': '8.0100', '3. low': '7.8900', '4. close': '7.9900', '5. volume': '469332'}"
2022-10-26 14:00:00,,"{'1. open': '7.9100', '2. high': '7.9500', '3. low': '7.8900', '4. close': '7.9200', '5. volume': '202469'}"
2022-10-26 13:00:00,,"{'1. open': '7.9600', '2. high': '8.0300', '3. low': '7.8600', '4. close': '7.9150', '5. volume': '291530'}"
2022-10-26 12:00:00,,"{'1. open': '8.1100', '2. high': '8.1450', '3. low': '7.9600', '4. close': '7.9700', '5. volume': '429853'}"
2022-10-26 11:00:00,,"{'1. open': '8.2700', '2. high': '8.3100', '3. low': '8.1000', '4. close': '8.1100', '5. volume': '317014'}"
2022-10-26 10:00:00,,"{'1. open': '8.0800', '2. high': '8.3150', '3. low': '8.0550', '4. close': '8.2700', '5. volume': '426713'}"
2022-10-26 09:00:00,,"{'1. open': '7.9980', '2. high': '8.1950', '3. low': '7.9500', '4. close': '8.0750', '5. volume': '689896'}"
2022-10-26 08:00:00,,"{'1. open': '7.9000', '2. high': '7.9600', '3. low': '7.8600', '4. close': '7.9100', '5. volume': '16445'}"
2022-10-25 19:00:00,,"{'1. open': '7.8600', '2. high': '7.8600', '3. low': '7.8600', '4. close': '7.8600', '5. volume': '100'}"
2022-10-25 18:00:00,,"{'1. open': '7.8100', '2. high': '7.8100', '3. low': '7.8100', '4. close': '7.8100', '5. volume': '105'}"
2022-10-25 16:00:00,,"{'1. open': '7.8600', '2. high': '7.8600', '3. low': '7.8500', '4. close': '7.8600', '5. volume': '189318'}"
2022-10-25 15:00:00,,"{'1. open': '7.8050', '2. high': '7.9000', '3. low': '7.8050', '4. close': '7.8900', '5. volume': '458387'}"
2022-10-25 14:00:00,,"{'1. open': '7.8750', '2. high': '7.8850', '3. low': '7.8000', '4. close': '7.8000', '5. volume': '223565'}"
2022-10-25 13:00:00,,"{'1. open': '7.9250', '2. high': '7.9400', '3. low': '7.8520', '4. close': '7.8800', '5. volume': '226480'}"
2022-10-25 12:00:00,,"{'1. open': '7.9350', '2. high': '7.9600', '3. low': '7.8600', '4. close': '7.9200', '5. volume': '232693'}"
2022-10-25 11:00:00,,"{'1. open': '7.8500', '2. high': '7.9600', '3. low': '7.8500', '4. close': '7.9300', '5. volume': '400370'}"
2022-10-25 10:00:00,,"{'1. open': '7.8600', '2. high': '7.9400', '3. low': '7.7700', '4. close': '7.8500', '5. volume': '458287'}"
2022-10-25 09:00:00,,"{'1. open': '7.7480', '2. high': '7.9100', '3. low': '7.5700', '4. close': '7.8600', '5. volume': '712434'}"
2022-10-25 08:00:00,,"{'1. open': '7.6800', '2. high': '7.6800', '3. low': '7.6800', '4. close': '7.6800', '5. volume': '1300'}"
2022-10-24 19:00:00,,"{'1. open': '7.6800', '2. high': '7.6900', '3. low': '7.6800', '4. close': '7.6900', '5. volume': '1400'}"
2022-10-24 18:00:00,,"{'1. open': '7.6700', '2. high': '7.6700', '3. low': '7.6700', '4. close': '7.6700', '5. volume': '400'}"
2022-10-24 17:00:00,,"{'1. open': '7.7000', '2. high': '7.7000', '3. low': '7.6800', '4. close': '7.6800', '5. volume': '717'}"
2022-10-24 16:00:00,,"{'1. open': '7.6900', '2. high': '7.6900', '3. low': '7.6900', '4. close': '7.6900', '5. volume': '82975'}"
2022-10-24 15:00:00,,"{'1. open': '7.6200', '2. high': '7.7000', '3. low': '7.6100', '4. close': '7.6900', '5. volume': '528354'}"
2022-10-24 14:00:00,,"{'1. open': '7.6150', '2. high': '7.6400', '3. low': '7.5800', '4. close': '7.6300', '5. volume': '150896'}"
2022-10-24 13:00:00,,"{'1. open': '7.6290', '2. high': '7.6450', '3. low': '7.5700', '4. close': '7.6200', '5. volume': '162719'}"
2022-10-24 12:00:00,,"{'1. open': '7.6500', '2. high': '7.6650', '3. low': '7.5900', '4. close': '7.6250', '5. volume': '188083'}"
2022-10-24 11:00:00,,"{'1. open': '7.6250', '2. high': '7.6600', '3. low': '7.5200', '4. close': '7.6530', '5. volume': '259944'}"
2022-10-24 10:00:00,,"{'1. open': '7.5850', '2. high': '7.6900', '3. low': '7.5000', '4. close': '7.6300', '5. volume': '325389'}"
2022-10-24 09:00:00,,"{'1. open': '7.4500', '2. high': '7.6200', '3. low': '7.3000', '4. close': '7.5790', '5. volume': '318624'}"
2022-10-24 08:00:00,,"{'1. open': '7.4600', '2. high': '7.5500', '3. low': '7.4400', '4. close': '7.4500', '5. volume': '3788'}"
2022-10-24 07:00:00,,"{'1. open': '7.4600', '2. high': '7.4600', '3. low': '7.4600', '4. close': '7.4600', '5. volume': '597'}"
2022-10-21 19:00:00,,"{'1. open': '7.4900', '2. high': '7.4900', '3. low': '7.4900', '4. close': '7.4900', '5. volume': '100'}"
2022-10-21 17:00:00,,"{'1. open': '7.5000', '2. high': '7.5000', '3. low': '7.5000', '4. close': '7.5000', '5. volume': '100'}"
2022-10-21 16:00:00,,"{'1. open': '7.4700', '2. high': '7.4700', '3. low': '7.4500', '4. close': '7.4500', '5. volume': '269079'}"
2022-10-21 15:00:00,,"{'1. open': '7.4900', '2. high': '7.5100', '3. low': '7.4600', '4. close': '7.4900', '5. volume': '447401'}"
2022-10-21 14:00:00,,"{'1. open': '7.4700', '2. high': '7.5150', '3. low': '7.4300', '4. close': '7.4950', '5. volume': '180556'}"
2022-10-21 13:00:00,,"{'1. open': '7.4750', '2. high': '7.5050', '3. low': '7.4300', '4. close': '7.4800', '5. volume': '156939'}"
2022-10-21 12:00:00,,"{'1. open': '7.4500', '2. high': '7.5100', '3. low': '7.4100', '4. close': '7.4700', '5. volume': '274802'}"
2022-10-21 11:00:00,,"{'1. open': '7.3550', '2. high': '7.4500', '3. low': '7.2600', '4. close': '7.4400', '5. volume': '220285'}"
2022-10-21 10:00:00,,"{'1. open': '7.3900', '2. high': '7.5100', '3. low': '7.3100', '4. close': '7.3700', '5. volume': '343837'}"
2022-10-21 09:00:00,,"{'1. open': '7.3400', '2. high': '7.5500', '3. low': '7.3350', '4. close': '7.3900', '5. volume': '567560'}"
2022-10-21 08:00:00,,"{'1. open': '7.5000', '2. high': '7.5000', '3. low': '7.3300', '4. close': '7.3300', '5. volume': '12567'}"
2022-10-21 07:00:00,,"{'1. open': '7.5000', '2. high': '7.5000', '3. low': '7.4200', '4. close': '7.4700', '5. volume': '1250'}"
2022-10-20 19:00:00,,"{'1. open': '7.4200', '2. high': '7.4900', '3. low': '7.4200', '4. close': '7.4900', '5. volume': '895'}"
2022-10-20 17:00:00,,"{'1. open': '7.4100', '2. high': '7.4300', '3. low': '7.4000', '4. close': '7.4000', '5. volume': '7600'}"
2022-10-20 16:00:00,,"{'1. open': '7.3700', '2. high': '7.5500', '3. low': '7.3700', '4. close': '7.3700', '5. volume': '201631'}"
2022-10-20 15:00:00,,"{'1. open': '7.4300', '2. high': '7.4700', '3. low': '7.3300', '4. close': '7.3800', '5. volume': '480640'}"
2022-10-20 14:00:00,,"{'1. open': '7.5350', '2. high': '7.5400', '3. low': '7.3950', '4. close': '7.4250', '5. volume': '454309'}"
2022-10-20 13:00:00,,"{'1. open': '7.6000', '2. high': '7.6300', '3. low': '7.4800', '4. close': '7.5350', '5. volume': '341061'}"
2022-10-20 12:00:00,,"{'1. open': '7.6450', '2. high': '7.6700', '3. low': '7.5700', '4. close': '7.6000', '5. volume': '328046'}"
2022-10-20 11:00:00,,"{'1. open': '7.7800', '2. high': '7.8490', '3. low': '7.6450', '4. close': '7.6450', '5. volume': '335884'}"
2022-10-20 10:00:00,,"{'1. open': '7.6900', '2. high': '7.7900', '3. low': '7.6400', '4. close': '7.7750', '5. volume': '341004'}"
2022-10-20 09:00:00,,"{'1. open': '7.6800', '2. high': '7.7800', '3. low': '7.5750', '4. close': '7.6910', '5. volume': '357149'}"
2022-10-20 08:00:00,,"{'1. open': '7.8000', '2. high': '7.8000', '3. low': '7.6500', '4. close': '7.6600', '5. volume': '12199'}"
2022-10-20 07:00:00,,"{'1. open': '7.6500', '2. high': '7.7900', '3. low': '7.6500', '4. close': '7.7700', '5. volume': '6317'}"
2022-10-20 05:00:00,,"{'1. open': '7.7500', '2. high': '7.7500', '3. low': '7.7500', '4. close': '7.7500', '5. volume': '150'}"
2022-10-20 04:00:00,,"{'1. open': '7.7300', '2. high': '7.7300', '3. low': '7.7000', '4. close': '7.7000', '5. volume': '379'}"
2022-10-19 18:00:00,,"{'1. open': '7.5500', '2. high': '7.6000', '3. low': '7.5500', '4. close': '7.6000', '5. volume': '529'}"
2022-10-19 17:00:00,,"{'1. open': '7.5300', '2. high': '7.6000', '3. low': '7.5300', '4. close': '7.6000', '5. volume': '9645'}"
2022-10-19 16:00:00,,"{'1. open': '7.5300', '2. high': '7.5400', '3. low': '7.3500', '4. close': '7.5400', '5. volume': '237761'}"
