,Meta Data,Time Series (60min)
1. Information,"Intraday (60min) open, high, low, close prices and volume",
2. Symbol,WTI,
3. Last Refreshed,2022-11-30 19:00:00,
4. Interval,60min,
5. Output Size,Full size,
6. Time Zone,US/Eastern,
2022-11-30 19:00:00,,"{'1. open': '6.8000', '2. high': '6.8000', '3. low': '6.8000', '4. close': '6.8000', '5. volume': '150'}"
2022-11-30 18:00:00,,"{'1. open': '6.9400', '2. high': '6.9600', '3. low': '6.9400', '4. close': '6.9500', '5. volume': '10959'}"
2022-11-30 17:00:00,,"{'1. open': '6.9000', '2. high': '6.9000', '3. low': '6.9000', '4. close': '6.9000', '5. volume': '500'}"
2022-11-30 16:00:00,,"{'1. open': '6.8700', '2. high': '6.9100', '3. low': '6.8700', '4. close': '6.9100', '5. volume': '635943'}"
2022-11-30 15:00:00,,"{'1. open': '6.8250', '2. high': '6.8900', '3. low': '6.8150', '4. close': '6.8800', '5. volume': '754507'}"
2022-11-30 14:00:00,,"{'1. open': '6.8450', '2. high': '6.9150', '3. low': '6.8150', '4. close': '6.8300', '5. volume': '371089'}"
2022-11-30 13:00:00,,"{'1. open': '6.7000', '2. high': '6.8450', '3. low': '6.6630', '4. close': '6.8450', '5. volume': '370690'}"
2022-11-30 12:00:00,,"{'1. open': '6.7250', '2. high': '6.7300', '3. low': '6.6300', '4. close': '6.7000', '5. volume': '445832'}"
2022-11-30 11:00:00,,"{'1. open': '6.7750', '2. high': '6.8100', '3. low': '6.7250', '4. close': '6.7250', '5. volume': '190785'}"
2022-11-30 10:00:00,,"{'1. open': '6.8360', '2. high': '6.8500', '3. low': '6.6900', '4. close': '6.7750', '5. volume': '407383'}"
2022-11-30 09:00:00,,"{'1. open': '7.0400', '2. high': '7.0500', '3. low': '6.7900', '4. close': '6.8350', '5. volume': '341888'}"
2022-11-30 08:00:00,,"{'1. open': '6.9900', '2. high': '7.0600', '3. low': '6.9730', '4. close': '7.0000', '5. volume': '3108'}"
2022-11-30 07:00:00,,"{'1. open': '6.9200', '2. high': '6.9800', '3. low': '6.9200', '4. close': '6.9800', '5. volume': '4337'}"
2022-11-29 18:00:00,,"{'1. open': '6.8700', '2. high': '6.8700', '3. low': '6.8700', '4. close': '6.8700', '5. volume': '150'}"
2022-11-29 17:00:00,,"{'1. open': '6.8800', '2. high': '6.8800', '3. low': '6.8800', '4. close': '6.8800', '5. volume': '400'}"
2022-11-29 16:00:00,,"{'1. open': '6.8600', '2. high': '6.8600', '3. low': '6.8600', '4. close': '6.8600', '5. volume': '1553122'}"
2022-11-29 15:00:00,,"{'1. open': '6.8650', '2. high': '6.9000', '3. low': '6.8400', '4. close': '6.8700', '5. volume': '548065'}"
2022-11-29 14:00:00,,"{'1. open': '6.9000', '2. high': '6.9200', '3. low': '6.8200', '4. close': '6.8650', '5. volume': '222855'}"
2022-11-29 13:00:00,,"{'1. open': '6.8550', '2. high': '6.9200', '3. low': '6.8400', '4. close': '6.9050', '5. volume': '212870'}"
2022-11-29 12:00:00,,"{'1. open': '6.8750', '2. high': '6.8800', '3. low': '6.8200', '4. close': '6.8550', '5. volume': '136411'}"
2022-11-29 11:00:00,,"{'1. open': '6.9500', '2. high': '6.9600', '3. low': '6.8200', '4. close': '6.8800', '5. volume': '298226'}"
2022-11-29 10:00:00,,"{'1. open': '6.9750', '2. high': '7.0400', '3. low': '6.8800', '4. close': '6.9500', '5. volume': '373436'}"
2022-11-29 09:00:00,,"{'1. open': '6.8500', '2. high': '7.0700', '3. low': '6.7600', '4. close': '6.9750', '5. volume': '564308'}"
2022-11-29 08:00:00,,"{'1. open': '6.9000', '2. high': '6.9100', '3. low': '6.8100', '4. close': '6.8500', '5. volume': '13254'}"
2022-11-29 07:00:00,,"{'1. open': '6.8400', '2. high': '6.9000', '3. low': '6.8400', '4. close': '6.8500', '5. volume': '3537'}"
2022-11-29 06:00:00,,"{'1. open': '6.8100', '2. high': '6.8100', '3. low': '6.8100', '4. close': '6.8100', '5. volume': '145'}"
2022-11-28 19:00:00,,"{'1. open': '6.7200', '2. high': '6.7400', '3. low': '6.7200', '4. close': '6.7400', '5. volume': '450'}"
2022-11-28 18:00:00,,"{'1. open': '6.7500', '2. high': '6.7500', '3. low': '6.7300', '4. close': '6.7300', '5. volume': '6858'}"
2022-11-28 17:00:00,,"{'1. open': '6.6800', '2. high': '6.7500', '3. low': '6.6800', '4. close': '6.7300', '5. volume': '3837'}"
2022-11-28 16:00:00,,"{'1. open': '6.6800', '2. high': '6.6800', '3. low': '6.6700', '4. close': '6.6800', '5. volume': '243404'}"
2022-11-28 15:00:00,,"{'1. open': '6.7400', '2. high': '6.7400', '3. low': '6.6250', '4. close': '6.6500', '5. volume': '556718'}"
2022-11-28 14:00:00,,"{'1. open': '6.7750', '2. high': '6.7890', '3. low': '6.7300', '4. close': '6.7400', '5. volume': '173739'}"
2022-11-28 13:00:00,,"{'1. open': '6.8250', '2. high': '6.8500', '3. low': '6.7600', '4. close': '6.7700', '5. volume': '207916'}"
2022-11-28 12:00:00,,"{'1. open': '6.8100', '2. high': '6.8550', '3. low': '6.7700', '4. close': '6.8250', '5. volume': '305442'}"
2022-11-28 11:00:00,,"{'1. open': '6.6900', '2. high': '6.8400', '3. low': '6.6750', '4. close': '6.8150', '5. volume': '271309'}"
2022-11-28 10:00:00,,"{'1. open': '6.7850', '2. high': '6.8300', '3. low': '6.6650', '4. close': '6.6800', '5. volume': '374953'}"
2022-11-28 09:00:00,,"{'1. open': '6.7200', '2. high': '6.8500', '3. low': '6.5800', '4. close': '6.7800', '5. volume': '347432'}"
2022-11-28 08:00:00,,"{'1. open': '6.7000', '2. high': '6.7900', '3. low': '6.6600', '4. close': '6.7200', '5. volume': '22392'}"
2022-11-28 07:00:00,,"{'1. open': '6.8000', '2. high': '6.8000', '3. low': '6.6700', '4. close': '6.7100', '5. volume': '8370'}"
2022-11-28 04:00:00,,"{'1. open': '7.0000', '2. high': '7.0000', '3. low': '6.8000', '4. close': '6.8000', '5. volume': '538'}"
2022-11-25 16:00:00,,"{'1. open': '7.0300', '2. high': '7.0300', '3. low': '7.0000', '4. close': '7.0000', '5. volume': '723'}"
2022-11-25 13:00:00,,"{'1. open': '7.0300', '2. high': '7.0400', '3. low': '7.0200', '4. close': '7.0400', '5. volume': '56688'}"
2022-11-25 12:00:00,,"{'1. open': '7.0800', '2. high': '7.1100', '3. low': '7.0100', '4. close': '7.0300', '5. volume': '357031'}"
2022-11-25 11:00:00,,"{'1. open': '7.1050', '2. high': '7.1400', '3. low': '7.0800', '4. close': '7.0850', '5. volume': '216218'}"
2022-11-25 10:00:00,,"{'1. open': '7.1150', '2. high': '7.1950', '3. low': '7.0700', '4. close': '7.1050', '5. volume': '333817'}"
2022-11-25 09:00:00,,"{'1. open': '6.9600', '2. high': '7.1500', '3. low': '6.8900', '4. close': '7.1110', '5. volume': '286374'}"
2022-11-25 08:00:00,,"{'1. open': '7.0500', '2. high': '7.0500', '3. low': '6.9800', '4. close': '6.9800', '5. volume': '16295'}"
2022-11-23 19:00:00,,"{'1. open': '6.9100', '2. high': '6.9100', '3. low': '6.9100', '4. close': '6.9100', '5. volume': '400'}"
2022-11-23 18:00:00,,"{'1. open': '6.9700', '2. high': '6.9700', '3. low': '6.9100', '4. close': '6.9600', '5. volume': '1419'}"
2022-11-23 17:00:00,,"{'1. open': '6.9700', '2. high': '6.9700', '3. low': '6.9640', '4. close': '6.9640', '5. volume': '1800'}"
2022-11-23 16:00:00,,"{'1. open': '6.9100', '2. high': '6.9100', '3. low': '6.8400', '4. close': '6.8400', '5. volume': '241386'}"
2022-11-23 15:00:00,,"{'1. open': '6.9350', '2. high': '6.9680', '3. low': '6.8750', '4. close': '6.9100', '5. volume': '502004'}"
2022-11-23 14:00:00,,"{'1. open': '6.9100', '2. high': '6.9880', '3. low': '6.8950', '4. close': '6.9400', '5. volume': '180922'}"
2022-11-23 13:00:00,,"{'1. open': '6.8400', '2. high': '6.9100', '3. low': '6.8300', '4. close': '6.9020', '5. volume': '112672'}"
2022-11-23 12:00:00,,"{'1. open': '6.8600', '2. high': '6.8750', '3. low': '6.7900', '4. close': '6.8400', '5. volume': '274715'}"
2022-11-23 11:00:00,,"{'1. open': '6.8950', '2. high': '6.9300', '3. low': '6.8200', '4. close': '6.8600', '5. volume': '261635'}"
2022-11-23 10:00:00,,"{'1. open': '6.9100', '2. high': '6.9500', '3. low': '6.8200', '4. close': '6.8900', '5. volume': '328014'}"
2022-11-23 09:00:00,,"{'1. open': '7.0300', '2. high': '7.0600', '3. low': '6.8900', '4. close': '6.9100', '5. volume': '259799'}"
2022-11-23 08:00:00,,"{'1. open': '7.0500', '2. high': '7.2300', '3. low': '7.0200', '4. close': '7.0300', '5. volume': '32435'}"
2022-11-23 07:00:00,,"{'1. open': '7.0800', '2. high': '7.1500', '3. low': '7.0800', '4. close': '7.1000', '5. volume': '1685'}"
2022-11-23 06:00:00,,"{'1. open': '7.1500', '2. high': '7.1500', '3. low': '7.1500', '4. close': '7.1500', '5. volume': '176'}"
2022-11-23 05:00:00,,"{'1. open': '7.2500', '2. high': '7.2500', '3. low': '7.2000', '4. close': '7.2000', '5. volume': '600'}"
2022-11-23 04:00:00,,"{'1. open': '7.2900', '2. high': '7.2900', '3. low': '7.2900', '4. close': '7.2900', '5. volume': '100'}"
2022-11-22 19:00:00,,"{'1. open': '7.1800', '2. high': '7.1800', '3. low': '7.1800', '4. close': '7.1800', '5. volume': '175'}"
2022-11-22 17:00:00,,"{'1. open': '7.2000', '2. high': '7.2000', '3. low': '7.0120', '4. close': '7.0120', '5. volume': '7151'}"
2022-11-22 16:00:00,,"{'1. open': '7.2500', '2. high': '7.2500', '3. low': '7.1800', '4. close': '7.1800', '5. volume': '183957'}"
2022-11-22 15:00:00,,"{'1. open': '7.1150', '2. high': '7.2500', '3. low': '7.1100', '4. close': '7.2450', '5. volume': '639236'}"
2022-11-22 14:00:00,,"{'1. open': '7.0900', '2. high': '7.1250', '3. low': '7.0750', '4. close': '7.1200', '5. volume': '168756'}"
2022-11-22 13:00:00,,"{'1. open': '7.0950', '2. high': '7.1500', '3. low': '7.0800', '4. close': '7.0850', '5. volume': '121927'}"
2022-11-22 12:00:00,,"{'1. open': '7.1200', '2. high': '7.1600', '3. low': '7.0900', '4. close': '7.0950', '5. volume': '232567'}"
2022-11-22 11:00:00,,"{'1. open': '7.1100', '2. high': '7.1400', '3. low': '7.0600', '4. close': '7.1200', '5. volume': '234203'}"
2022-11-22 10:00:00,,"{'1. open': '7.0250', '2. high': '7.1550', '3. low': '7.0100', '4. close': '7.1040', '5. volume': '426517'}"
2022-11-22 09:00:00,,"{'1. open': '6.9400', '2. high': '7.0800', '3. low': '6.9100', '4. close': '7.0200', '5. volume': '345917'}"
2022-11-22 08:00:00,,"{'1. open': '6.9200', '2. high': '6.9800', '3. low': '6.8900', '4. close': '6.9200', '5. volume': '9636'}"
2022-11-22 07:00:00,,"{'1. open': '6.8050', '2. high': '6.8700', '3. low': '6.7800', '4. close': '6.8400', '5. volume': '2690'}"
2022-11-21 19:00:00,,"{'1. open': '6.5100', '2. high': '6.6300', '3. low': '6.5100', '4. close': '6.6000', '5. volume': '2988'}"
2022-11-21 18:00:00,,"{'1. open': '6.5100', '2. high': '6.5100', '3. low': '6.5100', '4. close': '6.5100', '5. volume': '490'}"
2022-11-21 16:00:00,,"{'1. open': '6.7700', '2. high': '6.7700', '3. low': '6.7500', '4. close': '6.7500', '5. volume': '281312'}"
2022-11-21 15:00:00,,"{'1. open': '6.6950', '2. high': '6.7800', '3. low': '6.6400', '4. close': '6.7650', '5. volume': '974216'}"
2022-11-21 14:00:00,,"{'1. open': '6.7300', '2. high': '6.7600', '3. low': '6.6600', '4. close': '6.6950', '5. volume': '287375'}"
2022-11-21 13:00:00,,"{'1. open': '6.7400', '2. high': '6.8500', '3. low': '6.6800', '4. close': '6.7250', '5. volume': '277223'}"
2022-11-21 12:00:00,,"{'1. open': '6.2000', '2. high': '6.7500', '3. low': '6.2000', '4. close': '6.7400', '5. volume': '776381'}"
2022-11-21 11:00:00,,"{'1. open': '6.3100', '2. high': '6.3400', '3. low': '6.2000', '4. close': '6.2000', '5. volume': '465295'}"
2022-11-21 10:00:00,,"{'1. open': '6.4500', '2. high': '6.4700', '3. low': '6.2900', '4. close': '6.3050', '5. volume': '603576'}"
2022-11-21 09:00:00,,"{'1. open': '7.0400', '2. high': '7.0400', '3. low': '6.3300', '4. close': '6.4490', '5. volume': '874608'}"
2022-11-21 08:00:00,,"{'1. open': '7.0100', '2. high': '7.0700', '3. low': '7.0100', '4. close': '7.0700', '5. volume': '4397'}"
2022-11-21 07:00:00,,"{'1. open': '7.0700', '2. high': '7.0700', '3. low': '7.0700', '4. close': '7.0700', '5. volume': '100'}"
2022-11-21 06:00:00,,"{'1. open': '7.1000', '2. high': '7.1000', '3. low': '7.1000', '4. close': '7.1000', '5. volume': '280'}"
2022-11-18 19:00:00,,"{'1. open': '7.1700', '2. high': '7.1900', '3. low': '7.0000', '4. close': '7.0000', '5. volume': '13259'}"
2022-11-18 17:00:00,,"{'1. open': '7.1260', '2. high': '7.1500', '3. low': '7.1270', '4. close': '7.1500', '5. volume': '456'}"
2022-11-18 16:00:00,,"{'1. open': '7.1200', '2. high': '7.1200', '3. low': '7.1200', '4. close': '7.1200', '5. volume': '226703'}"
2022-11-18 15:00:00,,"{'1. open': '7.0650', '2. high': '7.1600', '3. low': '7.0350', '4. close': '7.1100', '5. volume': '762835'}"
2022-11-18 14:00:00,,"{'1. open': '7.0100', '2. high': '7.0900', '3. low': '7.0100', '4. close': '7.0650', '5. volume': '141756'}"
2022-11-18 13:00:00,,"{'1. open': '6.9900', '2. high': '7.0400', '3. low': '6.9800', '4. close': '7.0100', '5. volume': '170839'}"
2022-11-18 12:00:00,,"{'1. open': '6.9100', '2. high': '6.9950', '3. low': '6.8890', '4. close': '6.9950', '5. volume': '168260'}"
2022-11-18 11:00:00,,"{'1. open': '6.9870', '2. high': '7.0880', '3. low': '6.8400', '4. close': '6.9100', '5. volume': '528617'}"
2022-11-18 10:00:00,,"{'1. open': '6.9200', '2. high': '7.0150', '3. low': '6.8800', '4. close': '6.9800', '5. volume': '384207'}"
2022-11-18 09:00:00,,"{'1. open': '7.1000', '2. high': '7.1000', '3. low': '6.7000', '4. close': '6.9100', '5. volume': '631127'}"
2022-11-18 08:00:00,,"{'1. open': '7.1700', '2. high': '7.2900', '3. low': '7.1500', '4. close': '7.1500', '5. volume': '7978'}"
2022-11-18 07:00:00,,"{'1. open': '7.2000', '2. high': '7.2900', '3. low': '7.2000', '4. close': '7.2200', '5. volume': '3731'}"
2022-11-17 19:00:00,,"{'1. open': '7.2900', '2. high': '7.2900', '3. low': '7.2800', '4. close': '7.2800', '5. volume': '1995'}"
2022-11-17 18:00:00,,"{'1. open': '7.2400', '2. high': '7.2900', '3. low': '7.2400', '4. close': '7.2400', '5. volume': '1000'}"
