Date & Hour;Open;High;Low;Close;Volume
2022-10-31 19:00:00;94.7400;94.8900;94.7200;94.8000;13581
2022-10-31 18:00:00;94.6300;94.7600;94.5700;94.7500;8496
2022-10-31 17:00:00;94.6310;94.6900;94.5300;94.5800;17437
2022-10-31 16:00:00;94.5100;94.7600;94.4100;94.7000;5969502
2022-10-31 15:00:00;94.6300;94.7700;94.1300;94.5200;4546512
2022-10-31 14:00:00;94.9200;94.9600;94.5400;94.6200;1512294
2022-10-31 13:00:00;94.5600;95.1900;94.3500;94.9300;1775332
2022-10-31 12:00:00;94.7250;95.1300;94.5300;94.5500;2100485
2022-10-31 11:00:00;94.3600;95.1200;94.2800;94.7300;2529403
2022-10-31 10:00:00;94.5600;94.8100;93.9800;94.3650;3154503
2022-10-31 09:00:00;95.2700;96.0300;94.1300;94.5750;3183608
2022-10-31 08:00:00;95.3500;96.2900;95.1000;95.2400;67128
2022-10-31 07:00:00;95.3300;95.5900;95.3300;95.4100;11182
2022-10-31 06:00:00;95.4200;95.4200;94.9700;95.2800;15794
2022-10-31 05:00:00;95.4500;95.4600;95.3000;95.4500;2815
2022-10-31 04:00:00;96.3500;96.4500;95.2900;95.4100;13785
2022-10-28 19:00:00;96.3400;96.4300;96.3000;96.3300;23225
2022-10-28 18:00:00;96.2800;96.3700;96.2800;96.3400;16301
2022-10-28 17:00:00;96.4300;96.4300;96.2800;96.2800;39931
2022-10-28 16:00:00;96.2900;96.4700;96.1200;96.4300;5998573
2022-10-28 15:00:00;96.3450;96.5500;96.1200;96.2700;6087149
2022-10-28 14:00:00;95.3900;96.4150;95.2600;96.3400;3510076
2022-10-28 13:00:00;94.9350;95.4700;94.8700;95.3850;2692086
2022-10-28 12:00:00;94.6200;94.9800;94.2000;94.9380;2637193
2022-10-28 11:00:00;94.2600;95.0150;94.1900;94.6200;3843293
2022-10-28 10:00:00;92.5000;94.3800;92.2000;94.2600;6498978
2022-10-28 09:00:00;91.9500;93.4300;91.9400;92.4800;5290598
2022-10-28 08:00:00;91.9000;92.3800;91.7200;91.9200;266456
2022-10-28 07:00:00;91.8000;92.0300;91.7400;91.9700;28894
2022-10-28 06:00:00;91.9300;91.9300;91.6400;91.7300;6628
2022-10-28 05:00:00;91.7500;91.9000;91.6500;91.8500;8849
2022-10-28 04:00:00;91.8400;92.1000;91.4900;91.8500;7815
2022-10-27 19:00:00;92.1700;92.2300;92.0000;92.0000;18340
2022-10-27 18:00:00;92.2800;92.5000;91.8300;92.1900;52396
2022-10-27 17:00:00;91.7000;92.3200;91.4500;92.2800;235305
2022-10-27 16:00:00;92.2300;92.3400;90.3800;91.8000;6920078
2022-10-27 15:00:00;91.8900;92.4300;91.8800;92.2300;7646222
2022-10-27 14:00:00;92.3050;92.3800;91.8000;91.8970;4320877
2022-10-27 13:00:00;92.7250;93.3800;92.2900;92.3080;3202077
2022-10-27 12:00:00;93.2600;93.6400;92.5400;92.7200;4298344
2022-10-27 11:00:00;93.5900;94.2500;93.0400;93.2500;4289250
2022-10-27 10:00:00;92.4150;94.1350;92.2200;93.6100;8952838
2022-10-27 09:00:00;94.7000;95.4300;92.2050;92.4200;9809734
2022-10-27 08:00:00;94.4800;95.7300;94.0800;94.6800;223887
2022-10-27 07:00:00;94.7000;94.7500;94.3500;94.3500;34264
2022-10-27 06:00:00;94.6600;94.8300;94.5000;94.5200;19939
2022-10-27 05:00:00;95.1200;95.1400;94.6300;94.6300;19732
2022-10-27 04:00:00;95.5000;95.5000;95.0400;95.3500;12733
2022-10-26 19:00:00;95.1000;95.4000;95.0300;95.3500;76221
2022-10-26 18:00:00;94.5200;95.1000;94.3500;95.1000;52925
2022-10-26 17:00:00;94.8300;94.9300;94.4400;94.5000;161100
2022-10-26 16:00:00;94.9200;95.7400;94.4000;94.8300;5542122
2022-10-26 15:00:00;95.3600;95.4500;94.6900;94.9200;13970247
2022-10-26 14:00:00;96.1400;96.3750;95.2200;95.3600;5203030
2022-10-26 13:00:00;96.9000;97.1600;96.1000;96.1500;4727725
2022-10-26 12:00:00;97.8100;97.9100;96.8000;96.9000;5136494
2022-10-26 11:00:00;97.1600;98.3100;97.1600;97.8090;7182824
2022-10-26 10:00:00;96.5200;97.8600;96.2500;97.1550;12275671
2022-10-26 09:00:00;97.8500;97.9200;95.1500;96.5250;16991632
2022-10-26 08:00:00;98.1590;98.7000;97.1500;97.9400;437511
2022-10-26 07:00:00;98.2000;98.7000;97.8200;98.0800;373719
2022-10-26 06:00:00;98.0000;98.5000;97.8500;98.2000;80807
2022-10-26 05:00:00;97.9900;98.4000;97.5500;98.0000;86042
2022-10-26 04:00:00;98.5000;98.5000;97.6000;98.0200;65546
2022-10-25 19:00:00;97.6800;97.6900;97.3200;97.6000;136275
2022-10-25 18:00:00;97.3000;97.8900;97.0000;97.6600;383386
2022-10-25 17:00:00;98.6500;98.7400;96.7100;97.3500;1714242
2022-10-25 16:00:00;104.5600;104.6640;97.4600;98.6900;9592514
