Date & Hour;Open;High;Low;Close;Volume
2022-10-31 19:00:00;230.0360;230.6670;230.0210;230.3740;5825
2022-10-31 18:00:00;230.0460;230.1820;229.5260;229.9290;7197
2022-10-31 17:00:00;230.0960;230.1420;229.8920;229.9090;4371
2022-10-31 16:00:00;229.9080;230.3800;229.7840;230.0480;5872168
2022-10-31 15:00:00;230.9470;231.0530;229.2590;229.9090;4210071
2022-10-31 14:00:00;231.1950;231.6180;230.6600;230.9490;1399663
2022-10-31 13:00:00;230.5510;231.6180;230.0910;231.2060;1345605
2022-10-31 12:00:00;231.1160;232.1820;230.2590;230.5430;1408447
2022-10-31 11:00:00;229.7290;231.9650;229.7140;231.0880;2353389
2022-10-31 10:00:00;229.9370;231.0430;228.9220;229.7500;2413985
2022-10-31 09:00:00;231.6030;232.6880;229.4370;229.9580;2697732
2022-10-31 08:00:00;231.5430;234.2120;229.8630;231.5130;46625
2022-10-31 07:00:00;231.5520;232.4100;231.5070;231.9990;15408
2022-10-31 06:00:00;231.7500;231.7660;230.8530;230.9690;6263
2022-10-31 05:00:00;231.5520;231.9250;231.3580;231.7610;2311
2022-10-31 04:00:00;232.4530;232.4700;231.0610;231.2860;5826
2022-10-28 19:00:00;233.6320;233.6480;232.7350;233.3950;16991
2022-10-28 18:00:00;233.6020;233.7280;233.4680;233.6130;6449
2022-10-28 17:00:00;233.7400;233.7870;233.5470;233.5930;12128
2022-10-28 16:00:00;233.6120;234.0050;233.1210;233.7420;5254564
2022-10-28 15:00:00;233.4630;234.3520;232.3090;233.5240;5202349
2022-10-28 14:00:00;231.6010;233.9950;231.5760;233.4450;3197059
2022-10-28 13:00:00;230.7890;231.8260;230.6950;231.6030;1865339
2022-10-28 12:00:00;230.2740;231.5880;229.4860;230.7660;2279555
2022-10-28 11:00:00;231.4430;232.3510;229.8730;230.2750;3435638
2022-10-28 10:00:00;227.0850;232.9550;226.1890;231.4340;6321160
2022-10-28 09:00:00;223.5390;228.7450;223.0710;227.0420;4253756
2022-10-28 08:00:00;222.2420;224.8430;221.6920;223.5310;145878
2022-10-28 07:00:00;222.0040;222.9510;221.6920;222.7480;47446
2022-10-28 06:00:00;222.1520;222.3570;221.7520;222.2230;6255
2022-10-28 05:00:00;222.0630;222.1690;221.0980;222.1440;10990
2022-10-28 04:00:00;221.8650;222.2680;221.3460;222.0650;22970
2022-10-27 19:00:00;222.7470;222.8620;222.4350;222.5500;27555
2022-10-27 18:00:00;222.5420;223.3570;222.0980;222.8670;67932
2022-10-27 17:00:00;221.6570;223.7430;221.2470;222.7880;131956
2022-10-27 16:00:00;224.5790;225.2990;218.2060;221.6590;5403720
2022-10-27 15:00:00;224.1830;225.8240;223.9210;224.6400;4741027
2022-10-27 14:00:00;224.5050;225.0610;223.9310;224.1840;2080484
2022-10-27 13:00:00;224.4400;225.5070;223.9900;224.5010;2499922
2022-10-27 12:00:00;225.1140;225.4070;223.6040;224.4420;3044020
2022-10-27 11:00:00;225.7280;226.8830;224.8610;225.1050;2937587
2022-10-27 10:00:00;225.0990;228.5370;224.6830;225.7600;4976382
2022-10-27 09:00:00;229.7790;231.4690;224.6240;225.1150;5494831
2022-10-27 08:00:00;227.8470;230.0030;227.7930;229.9780;138589
2022-10-27 07:00:00;228.1350;228.7550;227.7830;228.0960;30037
2022-10-27 06:00:00;228.8280;228.8450;227.7830;227.9180;13147
2022-10-27 05:00:00;229.5310;229.5480;228.7730;228.8390;14900
2022-10-27 04:00:00;230.2150;230.5090;229.3680;229.7800;18248
2022-10-26 19:00:00;229.4820;230.5380;229.4670;230.3250;59587
2022-10-26 18:00:00;228.4420;229.5080;228.1590;229.4930;53955
2022-10-26 17:00:00;229.2240;229.4290;228.3870;228.5320;57620
2022-10-26 16:00:00;228.9860;229.4690;228.0110;229.2850;5033152
2022-10-26 15:00:00;231.1750;231.1970;227.8420;228.9910;9020042
2022-10-26 14:00:00;232.8290;233.5390;230.7140;231.1920;4288911
2022-10-26 13:00:00;232.6760;232.9540;231.0240;232.8370;4565927
2022-10-26 12:00:00;234.2550;234.9160;232.5570;232.6820;5328074
2022-10-26 11:00:00;232.9980;236.0360;232.9820;234.2620;7201239
2022-10-26 10:00:00;228.9170;234.9760;228.5850;232.9690;14473312
2022-10-26 09:00:00;231.6610;232.4000;227.9510;228.9090;15150391
2022-10-26 08:00:00;232.6510;233.5590;231.1010;231.7210;568065
2022-10-26 07:00:00;232.7100;233.6480;231.0220;232.5040;385669
2022-10-26 06:00:00;233.2850;233.6580;232.3980;232.4540;117840
2022-10-26 05:00:00;234.3550;234.6090;233.2300;233.2670;60104
2022-10-26 04:00:00;233.0080;235.0850;232.9330;234.5340;75254
2022-10-25 19:00:00;231.8090;232.0930;230.9720;231.7610;255163
2022-10-25 18:00:00;235.8300;236.5900;228.1690;231.8700;1452696
2022-10-25 17:00:00;243.7730;244.1380;234.7750;235.8020;1043865
2022-10-25 16:00:00;248.5970;250.2990;239.6670;243.7250;5654123
2022-10-25 15:00:00;247.1410;248.6540;246.9470;248.3610;4243650
2022-10-25 14:00:00;246.7350;247.7330;246.6440;247.1440;2013161
2022-10-25 13:00:00;246.4870;247.0400;245.7680;246.7360;1746258
2022-10-25 12:00:00;247.3890;247.5770;246.3830;246.4990;1717288
2022-10-25 11:00:00;246.2500;247.6240;245.9260;247.3600;2296384
2022-10-25 10:00:00;247.1010;247.3270;245.3520;246.2110;2657602
2022-10-25 09:00:00;245.4270;247.4160;243.4600;247.0780;3664813
2022-10-25 08:00:00;245.0780;245.8390;244.6390;245.3990;52059
2022-10-25 07:00:00;245.3280;245.7330;244.9160;245.1420;31971
2022-10-25 06:00:00;244.4270;245.1480;244.4110;245.1320;1622
2022-10-25 05:00:00;245.1200;245.1380;244.3220;244.3400;3899
2022-10-25 04:00:00;244.9920;245.5150;244.6190;245.1320;5587
2022-10-24 19:00:00;244.6350;245.1480;244.5200;245.1320;23465
2022-10-24 18:00:00;244.2390;244.6230;244.1240;244.5870;8680
2022-10-24 17:00:00;244.3660;244.5930;244.1730;244.3870;11262
2022-10-24 16:00:00;244.8830;245.1380;243.9480;244.2600;3324710
2022-10-24 15:00:00;244.8040;245.4850;244.0350;244.9540;3168836
2022-10-24 14:00:00;242.9420;244.8010;242.8320;244.7490;1503652
2022-10-24 13:00:00;243.6940;243.7390;242.4600;242.9430;1182491
2022-10-24 12:00:00;243.4170;244.3560;242.9060;243.6960;1524413
2022-10-24 11:00:00;241.9070;243.5040;241.0240;243.4180;1926757
2022-10-24 10:00:00;242.2780;242.3350;238.9690;241.8980;3088582
2022-10-24 09:00:00;242.3470;243.3950;239.1720;242.2890;3131991
2022-10-24 08:00:00;241.6640;242.8400;239.1870;242.3470;87642
2022-10-24 07:00:00;241.3070;242.6520;241.1230;242.1710;26293
2022-10-24 06:00:00;240.9310;242.1470;239.7660;241.9230;10032
2022-10-24 05:00:00;239.2670;240.9880;239.2510;240.6750;5792
2022-10-24 04:00:00;239.6730;239.9080;238.5880;239.6750;17746
2022-10-21 19:00:00;240.0400;240.1660;239.8850;239.9820;8402
2022-10-21 18:00:00;240.0590;240.1960;239.7860;240.1600;3574
2022-10-21 17:00:00;240.2870;240.3050;239.8990;240.1800;15632
2022-10-21 16:00:00;239.7230;240.5420;239.5880;240.2890;4564675
2022-10-21 15:00:00;238.8410;240.6910;238.6970;239.7140;3350989
2022-10-21 14:00:00;238.7420;239.6810;238.2120;238.8330;1550809
2022-10-21 13:00:00;236.9200;238.8880;236.8050;238.7340;1512052
2022-10-21 12:00:00;236.6920;237.5410;235.6170;236.8920;1387677
2022-10-21 11:00:00;233.7110;236.7190;232.8440;236.7030;1587490
2022-10-21 10:00:00;235.7310;236.4810;233.6260;233.7070;2019722
2022-10-21 09:00:00;232.4330;235.7380;231.7940;235.7130;4186244
2022-10-21 08:00:00;232.1260;233.9060;230.9320;232.2960;45036
2022-10-21 07:00:00;232.0170;232.6780;231.8730;232.2170;5853
2022-10-21 06:00:00;231.9380;231.9550;231.7350;231.7510;690
2022-10-21 05:00:00;231.7600;232.0040;231.5760;231.7610;709
2022-10-21 04:00:00;232.4230;232.4400;231.7840;231.8010;1821
2022-10-20 19:00:00;231.8590;233.1630;231.0020;232.5040;21306
2022-10-20 18:00:00;233.5620;233.5790;231.7640;232.3550;17398
2022-10-20 17:00:00;233.7400;233.8470;233.3980;233.5440;5207
2022-10-20 16:00:00;233.8490;234.8470;233.0220;233.5540;3966124
2022-10-20 15:00:00;233.5420;234.7080;233.1110;233.8610;2519993
2022-10-20 14:00:00;233.7010;233.9650;232.6060;233.5640;1612237
2022-10-20 13:00:00;235.6390;236.2340;233.0810;233.7260;1468862
2022-10-20 12:00:00;237.3410;237.3730;234.6070;235.6630;1648925
2022-10-20 11:00:00;238.0980;238.3140;236.5680;237.3570;1213491
2022-10-20 10:00:00;236.6230;239.0170;236.2410;238.1000;1862548
2022-10-20 09:00:00;233.4630;237.0850;233.4380;236.6040;1947704
2022-10-20 08:00:00;235.3750;236.7290;233.2600;233.2760;38389
2022-10-20 07:00:00;234.8500;235.7190;234.0520;234.0690;11090
2022-10-20 06:00:00;232.9880;235.3920;232.9730;234.5340;9370
2022-10-20 05:00:00;232.7400;233.3410;232.7250;233.0490;4172
2022-10-20 04:00:00;231.7790;232.8160;231.7540;232.5530;5665
2022-10-19 19:00:00;233.2850;233.3020;232.0420;232.0580;12747
2022-10-19 18:00:00;233.5720;234.1630;233.1310;233.2960;5505
2022-10-19 17:00:00;234.1860;234.5500;233.7250;233.7520;11724
2022-10-19 16:00:00;234.2460;235.2330;233.7250;234.1880;2625809
2022-10-19 15:00:00;232.5820;234.3910;232.3880;234.2670;2196066
2022-10-19 14:00:00;232.8790;233.9950;232.5370;232.5730;1271222
2022-10-19 13:00:00;233.4330;233.6090;232.0320;232.9150;1465443
2022-10-19 12:00:00;235.0380;235.1440;233.1010;233.4600;1521752
2022-10-19 11:00:00;235.5080;236.0750;234.2400;235.0890;1707816
2022-10-19 10:00:00;234.8700;237.3330;234.4780;235.5050;2365851
2022-10-19 09:00:00;234.4830;236.3030;233.9230;234.9110;1938415
2022-10-19 08:00:00;236.3960;239.7000;234.0020;234.6430;45344
2022-10-19 07:00:00;236.2960;236.3130;234.0520;235.1780;18085
2022-10-19 06:00:00;238.0490;238.0660;235.0420;236.2480;7620
2022-10-19 05:00:00;237.0090;237.9170;236.7360;237.8520;1546
2022-10-19 04:00:00;236.8800;236.8970;235.3100;236.4160;28017
2022-10-18 19:00:00;238.7420;240.2850;238.6270;239.2390;16552
2022-10-18 18:00:00;239.1980;239.2250;238.2610;238.5260;7648
2022-10-18 17:00:00;239.2080;239.6310;238.6970;239.4370;22163
2022-10-18 16:00:00;236.2660;239.8980;235.9440;239.2880;2770735
2022-10-18 15:00:00;235.1570;236.9570;234.3190;236.2770;2804845
2022-10-18 14:00:00;236.7510;236.9170;233.9430;235.1780;1716820
2022-10-18 13:00:00;235.8800;237.0460;234.6170;236.7830;1762642
2022-10-18 12:00:00;234.9590;236.7780;234.6360;235.8810;2116749
2022-10-18 11:00:00;237.2560;237.2840;233.1010;234.9800;2785342
2022-10-18 10:00:00;237.7020;239.0470;236.3790;237.3070;2840862
2022-10-18 09:00:00;241.3670;241.8400;237.4180;237.6940;3192246
2022-10-18 08:00:00;238.7270;241.6810;234.6530;241.4670;104014
2022-10-18 07:00:00;238.7020;240.3050;238.6870;240.0310;34193
2022-10-18 06:00:00;239.3560;239.7990;238.7760;238.9910;10363
2022-10-18 05:00:00;238.0490;239.4030;237.7760;239.3580;15069
2022-10-18 04:00:00;238.7020;239.8190;238.0330;238.0500;11108
2022-10-17 19:00:00;236.9100;237.6400;236.8940;237.6240;12935
2022-10-17 18:00:00;236.1080;237.0260;236.0920;237.0100;16999
2022-10-17 17:00:00;235.7190;235.9390;235.4680;235.9230;8207
2022-10-17 16:00:00;235.2560;235.8370;235.0130;235.5050;6142158
2022-10-17 15:00:00;235.1370;235.6890;234.4480;235.2570;3870857
2022-10-17 14:00:00;235.2060;235.7680;234.7750;235.1580;1460826
2022-10-17 13:00:00;233.7800;235.3030;233.3390;235.1980;1274553
2022-10-17 12:00:00;234.8200;234.9860;233.5070;233.8010;1394449
2022-10-17 11:00:00;233.6120;235.2330;232.8690;234.8410;2104654
2022-10-17 10:00:00;234.9090;235.7980;233.1520;233.6220;2348149
2022-10-17 09:00:00;231.2450;236.6890;231.1110;234.9120;3464218
2022-10-17 08:00:00;229.5030;231.2710;225.7910;231.0970;70694
2022-10-17 07:00:00;229.7790;230.0930;229.1100;230.0770;14559
2022-10-17 06:00:00;229.2340;230.7170;229.1700;229.6020;7572
2022-10-17 05:00:00;229.2840;229.4780;229.2690;229.3350;2537
2022-10-17 04:00:00;229.7790;229.8450;228.8530;229.2350;16053
2022-10-14 19:00:00;225.8370;225.9320;225.6340;225.7690;3547
2022-10-14 18:00:00;226.3620;226.3780;225.9010;225.9180;5166
2022-10-14 17:00:00;226.3320;226.3480;225.8120;226.1550;5770
2022-10-14 16:00:00;226.3720;226.7550;226.3170;226.4800;5576780
2022-10-14 15:00:00;227.6990;228.4090;226.1390;226.3930;4980657
2022-10-14 14:00:00;228.4610;228.4880;226.7930;227.7100;1600850
2022-10-14 13:00:00;227.5900;228.5080;227.2980;228.4630;1332156
2022-10-14 12:00:00;227.9860;228.7950;226.8120;227.5910;1818176
2022-10-14 11:00:00;229.2930;230.7710;227.6940;228.0510;2259235
2022-10-14 10:00:00;231.8690;231.9350;228.0900;229.2850;3470939
2022-10-14 09:00:00;234.0180;234.9860;231.5120;231.9390;3218111
2022-10-14 08:00:00;231.7800;234.6860;230.2690;233.7620;88358
2022-10-14 07:00:00;232.1660;232.6580;230.2690;230.2850;16655
2022-10-14 06:00:00;230.9470;232.5690;230.9320;231.9000;4147
2022-10-14 05:00:00;230.1550;230.7860;229.8630;230.7710;2790
2022-10-14 04:00:00;231.4820;231.4990;230.2190;230.2460;713
2022-10-13 19:00:00;231.4620;231.6670;231.2690;231.3950;7292
2022-10-13 18:00:00;231.5420;231.8660;231.2690;231.4640;11691
2022-10-13 17:00:00;231.5710;231.7570;231.3380;231.5920;8335
2022-10-13 16:00:00;231.9680;232.6380;231.2790;231.4640;4867001
2022-10-13 15:00:00;233.3340;233.8560;231.6260;231.9990;5060235
2022-10-13 14:00:00;232.6060;233.7380;231.3980;233.3260;2304467
2022-10-13 13:00:00;230.8480;233.6780;230.3280;232.6330;2983943
2022-10-13 12:00:00;230.7000;231.9840;229.2880;230.8500;3333011
2022-10-13 11:00:00;222.9550;232.2910;222.5740;230.7210;6238237
2022-10-13 10:00:00;220.9340;224.4070;220.6430;222.9650;5178629
2022-10-13 09:00:00;217.4680;221.0590;216.8890;220.9160;3464809
2022-10-13 08:00:00;223.6510;226.8140;216.8690;217.7960;380536
2022-10-13 07:00:00;223.8560;225.4270;223.8220;225.3030;16895
2022-10-13 06:00:00;223.5980;224.1000;223.3960;223.8480;5933
2022-10-13 05:00:00;223.8460;223.8620;223.8310;223.8480;100
2022-10-13 04:00:00;223.0640;223.6540;223.0490;223.6400;1074
2022-10-12 19:00:00;223.7370;224.1000;223.6430;223.9860;5623
2022-10-12 18:00:00;223.9060;224.0700;223.8410;223.9070;1228
2022-10-12 17:00:00;223.7870;224.0310;223.5740;223.8870;10278
